year,orig,dest,fe_YearCategorical
2010.0,MWI,ETH,-28.587529978750183
2010.0,MWI,ETH,-28.587529978750183
2010.0,MWI,ETH,-28.587529978750183
2010.0,MWI,ETH,-28.587529978750183
2010.0,MWI,ETH,-28.587529978750183
2010.0,RWA,ETH,-28.587529978750183
2010.0,RWA,ETH,-28.587529978750183
2010.0,RWA,ETH,-28.587529978750183
2010.0,RWA,ETH,-28.587529978750183
2010.0,RWA,ETH,-28.587529978750183
2010.0,ZAF,ETH,-28.587529978750183
2010.0,ZAF,ETH,-28.587529978750183
2010.0,ZAF,ETH,-28.587529978750183
2010.0,ZAF,ETH,-28.587529978750183
2010.0,ZAF,ETH,-28.587529978750183
2010.0,EGY,ETH,-28.587529978750183
2010.0,EGY,ETH,-28.587529978750183
2010.0,EGY,ETH,-28.587529978750183
2010.0,EGY,ETH,-28.587529978750183
2010.0,EGY,ETH,-28.587529978750183
2010.0,CYP,ETH,-28.587529978750183
2010.0,CYP,ETH,-28.587529978750183
2010.0,CYP,ETH,-28.587529978750183
2010.0,CYP,ETH,-28.587529978750183
2010.0,CYP,ETH,-28.587529978750183
2010.0,ISR,ETH,-28.587529978750183
2010.0,ISR,ETH,-28.587529978750183
2010.0,ISR,ETH,-28.587529978750183
2010.0,ISR,ETH,-28.587529978750183
2010.0,ISR,ETH,-28.587529978750183
2010.0,JOR,ETH,-28.587529978750183
2010.0,JOR,ETH,-28.587529978750183
2010.0,JOR,ETH,-28.587529978750183
2010.0,JOR,ETH,-28.587529978750183
2010.0,JOR,ETH,-28.587529978750183
2010.0,TUR,ETH,-28.587529978750183
2010.0,TUR,ETH,-28.587529978750183
2010.0,TUR,ETH,-28.587529978750183
2010.0,TUR,ETH,-28.587529978750183
2010.0,TUR,ETH,-28.587529978750183
2010.0,THA,ETH,-28.587529978750183
2010.0,THA,ETH,-28.587529978750183
2010.0,THA,ETH,-28.587529978750183
2010.0,THA,ETH,-28.587529978750183
2010.0,THA,ETH,-28.587529978750183
2010.0,ARG,ETH,-28.587529978750183
2010.0,ARG,ETH,-28.587529978750183
2010.0,ARG,ETH,-28.587529978750183
2010.0,ARG,ETH,-28.587529978750183
2010.0,ARG,ETH,-28.587529978750183
2010.0,BLR,ETH,-28.587529978750183
