year,orig,dest,fe_year
2010.0,ZMB,MWI,-30.04911499632106
2010.0,ZMB,MWI,-30.04911499632106
2010.0,ZMB,MWI,-30.04911499632106
2010.0,ZMB,MWI,-30.04911499632106
2010.0,ZMB,MWI,-30.04911499632106
2010.0,MWI,ZMB,-30.04911499632106
2010.0,MWI,ZMB,-30.04911499632106
2010.0,MWI,ZMB,-30.04911499632106
2010.0,MWI,ZMB,-30.04911499632106
2010.0,MWI,ZMB,-30.04911499632106
2010.0,ISR,EGY,-30.04911499632106
2010.0,ISR,EGY,-30.04911499632106
2010.0,ISR,EGY,-30.04911499632106
2010.0,ISR,EGY,-30.04911499632106
2010.0,ISR,EGY,-30.04911499632106
2010.0,TUR,GEO,-30.04911499632106
2010.0,TUR,GEO,-30.04911499632106
2010.0,TUR,GEO,-30.04911499632106
2010.0,TUR,GEO,-30.04911499632106
2010.0,TUR,GEO,-30.04911499632106
2010.0,RUS,GEO,-30.04911499632106
2010.0,RUS,GEO,-30.04911499632106
2010.0,RUS,GEO,-30.04911499632106
2010.0,RUS,GEO,-30.04911499632106
2010.0,RUS,GEO,-30.04911499632106
2010.0,EGY,ISR,-30.04911499632106
2010.0,EGY,ISR,-30.04911499632106
2010.0,EGY,ISR,-30.04911499632106
2010.0,EGY,ISR,-30.04911499632106
2010.0,EGY,ISR,-30.04911499632106
2010.0,JOR,ISR,-30.04911499632106
2010.0,JOR,ISR,-30.04911499632106
2010.0,JOR,ISR,-30.04911499632106
2010.0,JOR,ISR,-30.04911499632106
2010.0,JOR,ISR,-30.04911499632106
2010.0,ISR,JOR,-30.04911499632106
2010.0,ISR,JOR,-30.04911499632106
2010.0,ISR,JOR,-30.04911499632106
2010.0,ISR,JOR,-30.04911499632106
2010.0,ISR,JOR,-30.04911499632106
2010.0,GEO,TUR,-30.04911499632106
2010.0,GEO,TUR,-30.04911499632106
2010.0,GEO,TUR,-30.04911499632106
2010.0,GEO,TUR,-30.04911499632106
2010.0,GEO,TUR,-30.04911499632106
2010.0,BGR,TUR,-30.04911499632106
2010.0,BGR,TUR,-30.04911499632106
2010.0,BGR,TUR,-30.04911499632106
2010.0,BGR,TUR,-30.04911499632106
2010.0,BGR,TUR,-30.04911499632106
2010.0,GRC,TUR,-30.04911499632106
2010.0,GRC,TUR,-30.04911499632106
2010.0,GRC,TUR,-30.04911499632106
2010.0,GRC,TUR,-30.04911499632106
2010.0,GRC,TUR,-30.04911499632106
2010.0,CHN,KGZ,-30.04911499632106
2010.0,CHN,KGZ,-30.04911499632106
2010.0,CHN,KGZ,-30.04911499632106
2010.0,CHN,KGZ,-30.04911499632106
2010.0,CHN,KGZ,-30.04911499632106
2010.0,CHN,NPL,-30.04911499632106
2010.0,CHN,NPL,-30.04911499632106
2010.0,CHN,NPL,-30.04911499632106
2010.0,CHN,NPL,-30.04911499632106
2010.0,CHN,NPL,-30.04911499632106
2010.0,CHN,PAK,-30.04911499632106
2010.0,CHN,PAK,-30.04911499632106
2010.0,CHN,PAK,-30.04911499632106
2010.0,CHN,PAK,-30.04911499632106
2010.0,CHN,PAK,-30.04911499632106
2010.0,KGZ,CHN,-30.04911499632106
2010.0,KGZ,CHN,-30.04911499632106
2010.0,KGZ,CHN,-30.04911499632106
2010.0,KGZ,CHN,-30.04911499632106
2010.0,KGZ,CHN,-30.04911499632106
2010.0,NPL,CHN,-30.04911499632106
2010.0,NPL,CHN,-30.04911499632106
2010.0,NPL,CHN,-30.04911499632106
2010.0,NPL,CHN,-30.04911499632106
2010.0,NPL,CHN,-30.04911499632106
2010.0,PAK,CHN,-30.04911499632106
2010.0,PAK,CHN,-30.04911499632106
2010.0,PAK,CHN,-30.04911499632106
2010.0,PAK,CHN,-30.04911499632106
2010.0,PAK,CHN,-30.04911499632106
2010.0,MNG,CHN,-30.04911499632106
2010.0,MNG,CHN,-30.04911499632106
2010.0,MNG,CHN,-30.04911499632106
2010.0,MNG,CHN,-30.04911499632106
2010.0,MNG,CHN,-30.04911499632106
2010.0,VNM,CHN,-30.04911499632106
2010.0,VNM,CHN,-30.04911499632106
2010.0,VNM,CHN,-30.04911499632106
2010.0,VNM,CHN,-30.04911499632106
2010.0,VNM,CHN,-30.04911499632106
2010.0,RUS,CHN,-30.04911499632106
2010.0,RUS,CHN,-30.04911499632106
2010.0,RUS,CHN,-30.04911499632106
2010.0,RUS,CHN,-30.04911499632106
2010.0,RUS,CHN,-30.04911499632106
2010.0,CHN,MNG,-30.04911499632106
2010.0,CHN,MNG,-30.04911499632106
2010.0,CHN,MNG,-30.04911499632106
2010.0,CHN,MNG,-30.04911499632106
2010.0,CHN,MNG,-30.04911499632106
2010.0,RUS,MNG,-30.04911499632106
2010.0,RUS,MNG,-30.04911499632106
2010.0,RUS,MNG,-30.04911499632106
2010.0,RUS,MNG,-30.04911499632106
2010.0,RUS,MNG,-30.04911499632106
2010.0,CHN,VNM,-30.04911499632106
2010.0,CHN,VNM,-30.04911499632106
2010.0,CHN,VNM,-30.04911499632106
2010.0,CHN,VNM,-30.04911499632106
2010.0,CHN,VNM,-30.04911499632106
2010.0,PAN,CRI,-30.04911499632106
2010.0,PAN,CRI,-30.04911499632106
2010.0,PAN,CRI,-30.04911499632106
2010.0,PAN,CRI,-30.04911499632106
2010.0,PAN,CRI,-30.04911499632106
2010.0,HND,SLV,-30.04911499632106
2010.0,HND,SLV,-30.04911499632106
2010.0,HND,SLV,-30.04911499632106
2010.0,HND,SLV,-30.04911499632106
2010.0,HND,SLV,-30.04911499632106
2010.0,SLV,HND,-30.04911499632106
2010.0,SLV,HND,-30.04911499632106
2010.0,SLV,HND,-30.04911499632106
2010.0,SLV,HND,-30.04911499632106
2010.0,SLV,HND,-30.04911499632106
2010.0,USA,MEX,-30.04911499632106
2010.0,USA,MEX,-30.04911499632106
2010.0,USA,MEX,-30.04911499632106
2010.0,USA,MEX,-30.04911499632106
2010.0,USA,MEX,-30.04911499632106
2010.0,CRI,PAN,-30.04911499632106
2010.0,CRI,PAN,-30.04911499632106
2010.0,CRI,PAN,-30.04911499632106
2010.0,CRI,PAN,-30.04911499632106
2010.0,CRI,PAN,-30.04911499632106
2010.0,COL,PAN,-30.04911499632106
2010.0,COL,PAN,-30.04911499632106
2010.0,COL,PAN,-30.04911499632106
2010.0,COL,PAN,-30.04911499632106
2010.0,COL,PAN,-30.04911499632106
2010.0,URY,ARG,-30.04911499632106
2010.0,URY,ARG,-30.04911499632106
2010.0,URY,ARG,-30.04911499632106
2010.0,URY,ARG,-30.04911499632106
2010.0,URY,ARG,-30.04911499632106
2010.0,PAN,COL,-30.04911499632106
2010.0,PAN,COL,-30.04911499632106
2010.0,PAN,COL,-30.04911499632106
2010.0,PAN,COL,-30.04911499632106
2010.0,PAN,COL,-30.04911499632106
2010.0,ECU,COL,-30.04911499632106
2010.0,ECU,COL,-30.04911499632106
2010.0,ECU,COL,-30.04911499632106
2010.0,ECU,COL,-30.04911499632106
2010.0,ECU,COL,-30.04911499632106
2010.0,PER,COL,-30.04911499632106
2010.0,PER,COL,-30.04911499632106
2010.0,PER,COL,-30.04911499632106
2010.0,PER,COL,-30.04911499632106
2010.0,PER,COL,-30.04911499632106
2010.0,COL,ECU,-30.04911499632106
2010.0,COL,ECU,-30.04911499632106
2010.0,COL,ECU,-30.04911499632106
2010.0,COL,ECU,-30.04911499632106
2010.0,COL,ECU,-30.04911499632106
2010.0,PER,ECU,-30.04911499632106
2010.0,PER,ECU,-30.04911499632106
2010.0,PER,ECU,-30.04911499632106
2010.0,PER,ECU,-30.04911499632106
2010.0,PER,ECU,-30.04911499632106
2010.0,COL,PER,-30.04911499632106
2010.0,COL,PER,-30.04911499632106
2010.0,COL,PER,-30.04911499632106
2010.0,COL,PER,-30.04911499632106
2010.0,COL,PER,-30.04911499632106
2010.0,ECU,PER,-30.04911499632106
2010.0,ECU,PER,-30.04911499632106
2010.0,ECU,PER,-30.04911499632106
2010.0,ECU,PER,-30.04911499632106
2010.0,ECU,PER,-30.04911499632106
2010.0,ARG,URY,-30.04911499632106
2010.0,ARG,URY,-30.04911499632106
2010.0,ARG,URY,-30.04911499632106
2010.0,ARG,URY,-30.04911499632106
2010.0,ARG,URY,-30.04911499632106
2010.0,POL,BLR,-30.04911499632106
2010.0,POL,BLR,-30.04911499632106
2010.0,POL,BLR,-30.04911499632106
2010.0,POL,BLR,-30.04911499632106
2010.0,POL,BLR,-30.04911499632106
2010.0,RUS,BLR,-30.04911499632106
2010.0,RUS,BLR,-30.04911499632106
2010.0,RUS,BLR,-30.04911499632106
2010.0,RUS,BLR,-30.04911499632106
2010.0,RUS,BLR,-30.04911499632106
2010.0,UKR,BLR,-30.04911499632106
2010.0,UKR,BLR,-30.04911499632106
2010.0,UKR,BLR,-30.04911499632106
2010.0,UKR,BLR,-30.04911499632106
2010.0,UKR,BLR,-30.04911499632106
2010.0,LTU,BLR,-30.04911499632106
2010.0,LTU,BLR,-30.04911499632106
2010.0,LTU,BLR,-30.04911499632106
2010.0,LTU,BLR,-30.04911499632106
2010.0,LTU,BLR,-30.04911499632106
2010.0,TUR,BGR,-30.04911499632106
2010.0,TUR,BGR,-30.04911499632106
2010.0,TUR,BGR,-30.04911499632106
2010.0,TUR,BGR,-30.04911499632106
2010.0,TUR,BGR,-30.04911499632106
2010.0,ROU,BGR,-30.04911499632106
2010.0,ROU,BGR,-30.04911499632106
2010.0,ROU,BGR,-30.04911499632106
