year,orig,dest,fe_YearCategorical
1990,BRA,CHL,-24.715225392239915
1990,BRA,CHN,-24.715225392239915
1990,BRA,CRI,-24.715225392239915
1990,BRA,ESP,-24.715225392239915
1990,BRA,NLD,-24.715225392239915
1990,BRA,PRY,-24.715225392239915
1990,CHL,BRA,-24.715225392239915
1990,CHL,ESP,-24.715225392239915
1990,CHL,NLD,-24.715225392239915
1990,CHL,TUN,-24.715225392239915
1990,CHN,BRA,-24.715225392239915
1990,CHN,CHL,-24.715225392239915
1990,CHN,HND,-24.715225392239915
1990,CHN,LKA,-24.715225392239915
1990,CHN,NLD,-24.715225392239915
1990,CHN,THA,-24.715225392239915
1990,CRI,BRA,-24.715225392239915
1990,CRI,CHL,-24.715225392239915
1990,CRI,CHN,-24.715225392239915
1990,CRI,EGY,-24.715225392239915
1990,CRI,ESP,-24.715225392239915
1990,CRI,HND,-24.715225392239915
1990,CRI,JAM,-24.715225392239915
1990,CRI,NLD,-24.715225392239915
1990,EGY,BRA,-24.715225392239915
1990,EGY,CHL,-24.715225392239915
1990,EGY,CHN,-24.715225392239915
1990,EGY,CRI,-24.715225392239915
1990,EGY,ESP,-24.715225392239915
1990,EGY,HND,-24.715225392239915
1990,EGY,JAM,-24.715225392239915
1990,EGY,LKA,-24.715225392239915
1990,EGY,MAR,-24.715225392239915
1990,EGY,NLD,-24.715225392239915
1990,EGY,PRY,-24.715225392239915
1990,EGY,THA,-24.715225392239915
1990,EGY,TUN,-24.715225392239915
1990,ESP,BRA,-24.715225392239915
1990,ESP,CHL,-24.715225392239915
1990,ESP,NLD,-24.715225392239915
1990,HND,BRA,-24.715225392239915
1990,HND,CHL,-24.715225392239915
1990,HND,CHN,-24.715225392239915
1990,HND,CRI,-24.715225392239915
1990,HND,EGY,-24.715225392239915
1990,HND,ESP,-24.715225392239915
1990,HND,JAM,-24.715225392239915
1990,HND,NLD,-24.715225392239915
1990,IDN,BRA,-24.715225392239915
1990,IDN,CHL,-24.715225392239915
1990,IDN,CHN,-24.715225392239915
1990,IDN,CRI,-24.715225392239915
1990,IDN,EGY,-24.715225392239915
1990,IDN,ESP,-24.715225392239915
1990,IDN,HND,-24.715225392239915
1990,IDN,JAM,-24.715225392239915
1990,IDN,LKA,-24.715225392239915
1990,IDN,NLD,-24.715225392239915
1990,IDN,PRY,-24.715225392239915
1990,IDN,THA,-24.715225392239915
1990,IDN,TUN,-24.715225392239915
1990,IRN,CHL,-24.715225392239915
1990,IRN,CHN,-24.715225392239915
1990,IRN,CRI,-24.715225392239915
1990,IRN,EGY,-24.715225392239915
1990,IRN,ESP,-24.715225392239915
1990,IRN,LKA,-24.715225392239915
1990,IRN,MAR,-24.715225392239915
1990,IRN,NLD,-24.715225392239915
1990,IRN,THA,-24.715225392239915
1990,IRN,TUN,-24.715225392239915
1990,JAM,BRA,-24.715225392239915
1990,JAM,CHL,-24.715225392239915
1990,JAM,ESP,-24.715225392239915
