year,orig,dest,fe_OrigCategorical,fe_DestCategorical,fe_YearCategorical
1995.0,POL,DZA,34.507937523963896,1.1286932238018235,-0.18977872734858892
1995.0,ROU,DZA,34.69473304282898,1.1286932238018235,-0.18977872734858892
1995.0,UKR,DZA,33.9651884658105,1.1286932238018235,-0.18977872734858892
1995.0,DNK,DZA,36.213326772032765,1.1286932238018235,-0.18977872734858892
1995.0,FIN,DZA,35.44815926387099,1.1286932238018235,-0.18977872734858892
1995.0,IRL,DZA,36.13362771046466,1.1286932238018235,-0.18977872734858892
1995.0,LVA,DZA,35.12566218572826,1.1286932238018235,-0.18977872734858892
1995.0,NOR,DZA,36.52335245691011,1.1286932238018235,-0.18977872734858892
1995.0,SWE,DZA,36.72314722531066,1.1286932238018235,-0.18977872734858892
1995.0,GBR,DZA,36.598806917711265,1.1286932238018235,-0.18977872734858892
1995.0,GRC,DZA,36.18070792392166,1.1286932238018235,-0.18977872734858892
1995.0,ITA,DZA,36.442348099022006,1.1286932238018235,-0.18977872734858892
1995.0,ESP,DZA,36.00688973346891,1.1286932238018235,-0.18977872734858892
1995.0,AUT,DZA,36.13896383106437,1.1286932238018235,-0.18977872734858892
1995.0,BEL,DZA,35.77507511179807,1.1286932238018235,-0.18977872734858892
1995.0,DEU,DZA,36.55634182892294,1.1286932238018235,-0.18977872734858892
1995.0,ETH,EGY,32.22011230170527,4.251422384859348,-0.18977872734858892
1995.0,CIV,EGY,33.38795548376702,4.251422384859348,-0.18977872734858892
1995.0,MRT,EGY,32.77159043038355,4.251422384859348,-0.18977872734858892
1995.0,DZA,EGY,33.37315986086983,4.251422384859348,-0.18977872734858892
1995.0,TUN,EGY,33.42124831019592,4.251422384859348,-0.18977872734858892
1995.0,AZE,EGY,33.49801957574414,4.251422384859348,-0.18977872734858892
1995.0,BGD,EGY,33.12607299019597,4.251422384859348,-0.18977872734858892
1995.0,NPL,EGY,33.68278446595143,4.251422384859348,-0.18977872734858892
1995.0,LKA,EGY,33.93950181986423,4.251422384859348,-0.18977872734858892
1995.0,MNG,EGY,34.50645089409632,4.251422384859348,-0.18977872734858892
1995.0,MYS,EGY,33.73207185291603,4.251422384859348,-0.18977872734858892
1995.0,CRI,EGY,34.203291018684645,4.251422384859348,-0.18977872734858892
1995.0,SLV,EGY,33.43872289742324,4.251422384859348,-0.18977872734858892
1995.0,HND,EGY,32.354725593413214,4.251422384859348,-0.18977872734858892
1995.0,PAN,EGY,34.078220499558164,4.251422384859348,-0.18977872734858892
1995.0,ARG,EGY,35.10232046796648,4.251422384859348,-0.18977872734858892
1995.0,BRA,EGY,33.412494241855704,4.251422384859348,-0.18977872734858892
1995.0,AUS,EGY,37.64942670462087,4.251422384859348,-0.18977872734858892
1995.0,POL,EGY,34.507937523963896,4.251422384859348,-0.18977872734858892
1995.0,ROU,EGY,34.69473304282898,4.251422384859348,-0.18977872734858892
1995.0,UKR,EGY,33.9651884658105,4.251422384859348,-0.18977872734858892
1995.0,DNK,EGY,36.213326772032765,4.251422384859348,-0.18977872734858892
1995.0,FIN,EGY,35.44815926387099,4.251422384859348,-0.18977872734858892
1995.0,IRL,EGY,36.13362771046466,4.251422384859348,-0.18977872734858892
1995.0,LVA,EGY,35.12566218572826,4.251422384859348,-0.18977872734858892
1995.0,NOR,EGY,36.52335245691011,4.251422384859348,-0.18977872734858892
1995.0,SWE,EGY,36.72314722531066,4.251422384859348,-0.18977872734858892
1995.0,GBR,EGY,36.598806917711265,4.251422384859348,-0.18977872734858892
1995.0,GRC,EGY,36.18070792392166,4.251422384859348,-0.18977872734858892
1995.0,ITA,EGY,36.442348099022006,4.251422384859348,-0.18977872734858892
1995.0,ESP,EGY,36.00688973346891,4.251422384859348,-0.18977872734858892
1995.0,AUT,EGY,36.13896383106437,4.251422384859348,-0.18977872734858892
1995.0,BEL,EGY,35.77507511179807,4.251422384859348,-0.18977872734858892
1995.0,DEU,EGY,36.55634182892294,4.251422384859348,-0.18977872734858892
1995.0,CIV,TUN,33.38795548376702,-1.6101031744541086,-0.18977872734858892
1995.0,MRT,TUN,32.77159043038355,-1.6101031744541086,-0.18977872734858892
1995.0,DZA,TUN,33.37315986086983,-1.6101031744541086,-0.18977872734858892
1995.0,EGY,TUN,32.921122911256326,-1.6101031744541086,-0.18977872734858892
1995.0,ARG,TUN,35.10232046796648,-1.6101031744541086,-0.18977872734858892
1995.0,AUS,TUN,37.64942670462087,-1.6101031744541086,-0.18977872734858892
1995.0,POL,TUN,34.507937523963896,-1.6101031744541086,-0.18977872734858892
1995.0,DNK,TUN,36.213326772032765,-1.6101031744541086,-0.18977872734858892
1995.0,FIN,TUN,35.44815926387099,-1.6101031744541086,-0.18977872734858892
1995.0,IRL,TUN,36.13362771046466,-1.6101031744541086,-0.18977872734858892
1995.0,NOR,TUN,36.52335245691011,-1.6101031744541086,-0.18977872734858892
1995.0,SWE,TUN,36.72314722531066,-1.6101031744541086,-0.18977872734858892
1995.0,GBR,TUN,36.598806917711265,-1.6101031744541086,-0.18977872734858892
1995.0,GRC,TUN,36.18070792392166,-1.6101031744541086,-0.18977872734858892
1995.0,ITA,TUN,36.442348099022006,-1.6101031744541086,-0.18977872734858892
1995.0,ESP,TUN,36.00688973346891,-1.6101031744541086,-0.18977872734858892
1995.0,AUT,TUN,36.13896383106437,-1.6101031744541086,-0.18977872734858892
1995.0,BEL,TUN,35.77507511179807,-1.6101031744541086,-0.18977872734858892
1995.0,DEU,TUN,36.55634182892294,-1.6101031744541086,-0.18977872734858892
1995.0,EGY,AZE,32.921122911256326,-1.1985371050375928,-0.18977872734858892
1995.0,ARG,AZE,35.10232046796648,-1.1985371050375928,-0.18977872734858892
1995.0,AUS,AZE,37.64942670462087,-1.1985371050375928,-0.18977872734858892
1995.0,POL,AZE,34.507937523963896,-1.1985371050375928,-0.18977872734858892
1995.0,ROU,AZE,34.69473304282898,-1.1985371050375928,-0.18977872734858892
1995.0,UKR,AZE,33.9651884658105,-1.1985371050375928,-0.18977872734858892
1995.0,DNK,AZE,36.213326772032765,-1.1985371050375928,-0.18977872734858892
1995.0,FIN,AZE,35.44815926387099,-1.1985371050375928,-0.18977872734858892
1995.0,IRL,AZE,36.13362771046466,-1.1985371050375928,-0.18977872734858892
1995.0,LVA,AZE,35.12566218572826,-1.1985371050375928,-0.18977872734858892
1995.0,SWE,AZE,36.72314722531066,-1.1985371050375928,-0.18977872734858892
1995.0,GBR,AZE,36.598806917711265,-1.1985371050375928,-0.18977872734858892
1995.0,GRC,AZE,36.18070792392166,-1.1985371050375928,-0.18977872734858892
1995.0,ITA,AZE,36.442348099022006,-1.1985371050375928,-0.18977872734858892
1995.0,ESP,AZE,36.00688973346891,-1.1985371050375928,-0.18977872734858892
1995.0,AUT,AZE,36.13896383106437,-1.1985371050375928,-0.18977872734858892
1995.0,BEL,AZE,35.77507511179807,-1.1985371050375928,-0.18977872734858892
1995.0,DEU,AZE,36.55634182892294,-1.1985371050375928,-0.18977872734858892
1995.0,MRT,BGD,32.77159043038355,6.358141541999085,-0.18977872734858892
1995.0,DZA,BGD,33.37315986086983,6.358141541999085,-0.18977872734858892
1995.0,EGY,BGD,32.921122911256326,6.358141541999085,-0.18977872734858892
1995.0,NPL,BGD,33.68278446595143,6.358141541999085,-0.18977872734858892
1995.0,LKA,BGD,33.93950181986423,6.358141541999085,-0.18977872734858892
1995.0,MNG,BGD,34.50645089409632,6.358141541999085,-0.18977872734858892
1995.0,MYS,BGD,33.73207185291603,6.358141541999085,-0.18977872734858892
