year,orig,dest,fe_year
2010.0,TUR,BGR,-29.98927015947694
2010.0,TUR,BGR,-29.98927015947694
2010.0,TUR,BGR,-29.98927015947694
2010.0,ROU,BGR,-29.98927015947694
2010.0,ROU,BGR,-29.98927015947694
2010.0,ROU,BGR,-29.98927015947694
2010.0,ROU,BGR,-29.98927015947694
2010.0,ROU,BGR,-29.98927015947694
2010.0,GRC,BGR,-29.98927015947694
2010.0,GRC,BGR,-29.98927015947694
2010.0,GRC,BGR,-29.98927015947694
2010.0,GRC,BGR,-29.98927015947694
2010.0,GRC,BGR,-29.98927015947694
2010.0,MKD,BGR,-29.98927015947694
2010.0,MKD,BGR,-29.98927015947694
2010.0,MKD,BGR,-29.98927015947694
2010.0,MKD,BGR,-29.98927015947694
2010.0,MKD,BGR,-29.98927015947694
2010.0,POL,CZE,-29.98927015947694
2010.0,POL,CZE,-29.98927015947694
2010.0,POL,CZE,-29.98927015947694
2010.0,POL,CZE,-29.98927015947694
2010.0,POL,CZE,-29.98927015947694
2010.0,SVK,CZE,-29.98927015947694
2010.0,SVK,CZE,-29.98927015947694
2010.0,SVK,CZE,-29.98927015947694
2010.0,SVK,CZE,-29.98927015947694
2010.0,SVK,CZE,-29.98927015947694
2010.0,AUT,CZE,-29.98927015947694
2010.0,AUT,CZE,-29.98927015947694
2010.0,AUT,CZE,-29.98927015947694
2010.0,AUT,CZE,-29.98927015947694
2010.0,AUT,CZE,-29.98927015947694
2010.0,DEU,CZE,-29.98927015947694
2010.0,DEU,CZE,-29.98927015947694
2010.0,DEU,CZE,-29.98927015947694
2010.0,DEU,CZE,-29.98927015947694
2010.0,DEU,CZE,-29.98927015947694
2010.0,ROU,HUN,-29.98927015947694
2010.0,ROU,HUN,-29.98927015947694
2010.0,ROU,HUN,-29.98927015947694
2010.0,ROU,HUN,-29.98927015947694
2010.0,ROU,HUN,-29.98927015947694
2010.0,SVK,HUN,-29.98927015947694
2010.0,SVK,HUN,-29.98927015947694
2010.0,SVK,HUN,-29.98927015947694
2010.0,SVK,HUN,-29.98927015947694
2010.0,SVK,HUN,-29.98927015947694
2010.0,UKR,HUN,-29.98927015947694
2010.0,UKR,HUN,-29.98927015947694
2010.0,UKR,HUN,-29.98927015947694
2010.0,UKR,HUN,-29.98927015947694
2010.0,UKR,HUN,-29.98927015947694
2010.0,HRV,HUN,-29.98927015947694
2010.0,HRV,HUN,-29.98927015947694
2010.0,HRV,HUN,-29.98927015947694
2010.0,HRV,HUN,-29.98927015947694
2010.0,HRV,HUN,-29.98927015947694
2010.0,SVN,HUN,-29.98927015947694
2010.0,SVN,HUN,-29.98927015947694
2010.0,SVN,HUN,-29.98927015947694
2010.0,SVN,HUN,-29.98927015947694
2010.0,SVN,HUN,-29.98927015947694
2010.0,AUT,HUN,-29.98927015947694
2010.0,AUT,HUN,-29.98927015947694
2010.0,AUT,HUN,-29.98927015947694
2010.0,AUT,HUN,-29.98927015947694
2010.0,AUT,HUN,-29.98927015947694
2010.0,BLR,POL,-29.98927015947694
2010.0,BLR,POL,-29.98927015947694
2010.0,BLR,POL,-29.98927015947694
2010.0,BLR,POL,-29.98927015947694
2010.0,BLR,POL,-29.98927015947694
2010.0,CZE,POL,-29.98927015947694
2010.0,CZE,POL,-29.98927015947694
2010.0,CZE,POL,-29.98927015947694
2010.0,CZE,POL,-29.98927015947694
2010.0,CZE,POL,-29.98927015947694
2010.0,RUS,POL,-29.98927015947694
2010.0,RUS,POL,-29.98927015947694
2010.0,RUS,POL,-29.98927015947694
2010.0,RUS,POL,-29.98927015947694
2010.0,RUS,POL,-29.98927015947694
2010.0,SVK,POL,-29.98927015947694
2010.0,SVK,POL,-29.98927015947694
2010.0,SVK,POL,-29.98927015947694
2010.0,SVK,POL,-29.98927015947694
2010.0,SVK,POL,-29.98927015947694
2010.0,UKR,POL,-29.98927015947694
2010.0,UKR,POL,-29.98927015947694
2010.0,UKR,POL,-29.98927015947694
2010.0,UKR,POL,-29.98927015947694
2010.0,UKR,POL,-29.98927015947694
2010.0,LTU,POL,-29.98927015947694
2010.0,LTU,POL,-29.98927015947694
2010.0,LTU,POL,-29.98927015947694
2010.0,LTU,POL,-29.98927015947694
2010.0,LTU,POL,-29.98927015947694
2010.0,DEU,POL,-29.98927015947694
2010.0,DEU,POL,-29.98927015947694
2010.0,DEU,POL,-29.98927015947694
2010.0,DEU,POL,-29.98927015947694
2010.0,DEU,POL,-29.98927015947694
2010.0,ROU,MDA,-29.98927015947694
2010.0,ROU,MDA,-29.98927015947694
2010.0,ROU,MDA,-29.98927015947694
2010.0,ROU,MDA,-29.98927015947694
2010.0,ROU,MDA,-29.98927015947694
2010.0,UKR,MDA,-29.98927015947694
2010.0,UKR,MDA,-29.98927015947694
2010.0,UKR,MDA,-29.98927015947694
2010.0,UKR,MDA,-29.98927015947694
2010.0,UKR,MDA,-29.98927015947694
2010.0,BGR,ROU,-29.98927015947694
2010.0,BGR,ROU,-29.98927015947694
2010.0,BGR,ROU,-29.98927015947694
2010.0,BGR,ROU,-29.98927015947694
2010.0,BGR,ROU,-29.98927015947694
2010.0,HUN,ROU,-29.98927015947694
2010.0,HUN,ROU,-29.98927015947694
2010.0,HUN,ROU,-29.98927015947694
2010.0,HUN,ROU,-29.98927015947694
2010.0,HUN,ROU,-29.98927015947694
2010.0,MDA,ROU,-29.98927015947694
2010.0,MDA,ROU,-29.98927015947694
2010.0,MDA,ROU,-29.98927015947694
2010.0,MDA,ROU,-29.98927015947694
2010.0,MDA,ROU,-29.98927015947694
2010.0,UKR,ROU,-29.98927015947694
2010.0,UKR,ROU,-29.98927015947694
2010.0,UKR,ROU,-29.98927015947694
2010.0,UKR,ROU,-29.98927015947694
2010.0,UKR,ROU,-29.98927015947694
2010.0,GEO,RUS,-29.98927015947694
2010.0,GEO,RUS,-29.98927015947694
2010.0,GEO,RUS,-29.98927015947694
2010.0,GEO,RUS,-29.98927015947694
2010.0,GEO,RUS,-29.98927015947694
2010.0,CHN,RUS,-29.98927015947694
2010.0,CHN,RUS,-29.98927015947694
2010.0,CHN,RUS,-29.98927015947694
2010.0,CHN,RUS,-29.98927015947694
2010.0,CHN,RUS,-29.98927015947694
2010.0,MNG,RUS,-29.98927015947694
2010.0,MNG,RUS,-29.98927015947694
2010.0,MNG,RUS,-29.98927015947694
2010.0,MNG,RUS,-29.98927015947694
2010.0,MNG,RUS,-29.98927015947694
2010.0,BLR,RUS,-29.98927015947694
2010.0,BLR,RUS,-29.98927015947694
2010.0,BLR,RUS,-29.98927015947694
2010.0,BLR,RUS,-29.98927015947694
2010.0,BLR,RUS,-29.98927015947694
2010.0,POL,RUS,-29.98927015947694
2010.0,POL,RUS,-29.98927015947694
2010.0,POL,RUS,-29.98927015947694
2010.0,POL,RUS,-29.98927015947694
2010.0,POL,RUS,-29.98927015947694
2010.0,UKR,RUS,-29.98927015947694
2010.0,UKR,RUS,-29.98927015947694
2010.0,UKR,RUS,-29.98927015947694
2010.0,UKR,RUS,-29.98927015947694
2010.0,UKR,RUS,-29.98927015947694
2010.0,FIN,RUS,-29.98927015947694
2010.0,FIN,RUS,-29.98927015947694
2010.0,FIN,RUS,-29.98927015947694
2010.0,FIN,RUS,-29.98927015947694
2010.0,FIN,RUS,-29.98927015947694
2010.0,LTU,RUS,-29.98927015947694
2010.0,LTU,RUS,-29.98927015947694
2010.0,LTU,RUS,-29.98927015947694
2010.0,LTU,RUS,-29.98927015947694
2010.0,LTU,RUS,-29.98927015947694
2010.0,NOR,RUS,-29.98927015947694
2010.0,NOR,RUS,-29.98927015947694
2010.0,NOR,RUS,-29.98927015947694
2010.0,NOR,RUS,-29.98927015947694
2010.0,NOR,RUS,-29.98927015947694
2010.0,CZE,SVK,-29.98927015947694
2010.0,CZE,SVK,-29.98927015947694
2010.0,CZE,SVK,-29.98927015947694
2010.0,CZE,SVK,-29.98927015947694
2010.0,CZE,SVK,-29.98927015947694
2010.0,HUN,SVK,-29.98927015947694
2010.0,HUN,SVK,-29.98927015947694
2010.0,HUN,SVK,-29.98927015947694
2010.0,HUN,SVK,-29.98927015947694
2010.0,HUN,SVK,-29.98927015947694
2010.0,POL,SVK,-29.98927015947694
2010.0,POL,SVK,-29.98927015947694
2010.0,POL,SVK,-29.98927015947694
2010.0,POL,SVK,-29.98927015947694
2010.0,POL,SVK,-29.98927015947694
2010.0,UKR,SVK,-29.98927015947694
2010.0,UKR,SVK,-29.98927015947694
2010.0,UKR,SVK,-29.98927015947694
2010.0,UKR,SVK,-29.98927015947694
2010.0,UKR,SVK,-29.98927015947694
2010.0,AUT,SVK,-29.98927015947694
2010.0,AUT,SVK,-29.98927015947694
2010.0,AUT,SVK,-29.98927015947694
2010.0,AUT,SVK,-29.98927015947694
2010.0,AUT,SVK,-29.98927015947694
2010.0,BLR,UKR,-29.98927015947694
2010.0,BLR,UKR,-29.98927015947694
2010.0,BLR,UKR,-29.98927015947694
2010.0,BLR,UKR,-29.98927015947694
2010.0,BLR,UKR,-29.98927015947694
2010.0,HUN,UKR,-29.98927015947694
2010.0,HUN,UKR,-29.98927015947694
2010.0,HUN,UKR,-29.98927015947694
2010.0,HUN,UKR,-29.98927015947694
2010.0,HUN,UKR,-29.98927015947694
2010.0,POL,UKR,-29.98927015947694
2010.0,POL,UKR,-29.98927015947694
2010.0,POL,UKR,-29.98927015947694
2010.0,POL,UKR,-29.98927015947694
2010.0,POL,UKR,-29.98927015947694
2010.0,MDA,UKR,-29.98927015947694
2010.0,MDA,UKR,-29.98927015947694
2010.0,MDA,UKR,-29.98927015947694
2010.0,MDA,UKR,-29.98927015947694
2010.0,MDA,UKR,-29.98927015947694
2010.0,ROU,UKR,-29.98927015947694
2010.0,ROU,UKR,-29.98927015947694
2010.0,ROU,UKR,-29.98927015947694
2010.0,ROU,UKR,-29.98927015947694
2010.0,ROU,UKR,-29.98927015947694
2010.0,RUS,UKR,-29.98927015947694
2010.0,RUS,UKR,-29.98927015947694
2010.0,RUS,UKR,-29.98927015947694
2010.0,RUS,UKR,-29.98927015947694
2010.0,RUS,UKR,-29.98927015947694
2010.0,SVK,UKR,-29.98927015947694
2010.0,SVK,UKR,-29.98927015947694
2010.0,SVK,UKR,-29.98927015947694
2010.0,SVK,UKR,-29.98927015947694
2010.0,SVK,UKR,-29.98927015947694
2010.0,DEU,DNK,-29.98927015947694
2010.0,DEU,DNK,-29.98927015947694
2010.0,DEU,DNK,-29.98927015947694
2010.0,DEU,DNK,-29.98927015947694
2010.0,DEU,DNK,-29.98927015947694
2010.0,RUS,FIN,-29.98927015947694
2010.0,RUS,FIN,-29.98927015947694
2010.0,RUS,FIN,-29.98927015947694
2010.0,RUS,FIN,-29.98927015947694
2010.0,RUS,FIN,-29.98927015947694
2010.0,NOR,FIN,-29.98927015947694
2010.0,NOR,FIN,-29.98927015947694
2010.0,NOR,FIN,-29.98927015947694
2010.0,NOR,FIN,-29.98927015947694
2010.0,NOR,FIN,-29.98927015947694
2010.0,SWE,FIN,-29.98927015947694
2010.0,SWE,FIN,-29.98927015947694
2010.0,SWE,FIN,-29.98927015947694
2010.0,SWE,FIN,-29.98927015947694
2010.0,SWE,FIN,-29.98927015947694
2010.0,GBR,IRL,-29.98927015947694
2010.0,GBR,IRL,-29.98927015947694
2010.0,GBR,IRL,-29.98927015947694
2010.0,GBR,IRL,-29.98927015947694
2010.0,GBR,IRL,-29.98927015947694
2010.0,BLR,LTU,-29.98927015947694
2010.0,BLR,LTU,-29.98927015947694
2010.0,BLR,LTU,-29.98927015947694
2010.0,BLR,LTU,-29.98927015947694
2010.0,BLR,LTU,-29.98927015947694
2010.0,POL,LTU,-29.98927015947694
2010.0,POL,LTU,-29.98927015947694
2010.0,POL,LTU,-29.98927015947694
2010.0,POL,LTU,-29.98927015947694
2010.0,POL,LTU,-29.98927015947694
2010.0,RUS,LTU,-29.98927015947694
2010.0,RUS,LTU,-29.98927015947694
2010.0,RUS,LTU,-29.98927015947694
2010.0,RUS,LTU,-29.98927015947694
2010.0,RUS,LTU,-29.98927015947694
2010.0,RUS,NOR,-29.98927015947694
2010.0,RUS,NOR,-29.98927015947694
2010.0,RUS,NOR,-29.98927015947694
2010.0,RUS,NOR,-29.98927015947694
2010.0,RUS,NOR,-29.98927015947694
2010.0,FIN,NOR,-29.98927015947694
2010.0,FIN,NOR,-29.98927015947694
2010.0,FIN,NOR,-29.98927015947694
2010.0,FIN,NOR,-29.98927015947694
2010.0,FIN,NOR,-29.98927015947694
2010.0,SWE,NOR,-29.98927015947694
2010.0,SWE,NOR,-29.98927015947694
2010.0,SWE,NOR,-29.98927015947694
2010.0,SWE,NOR,-29.98927015947694
2010.0,SWE,NOR,-29.98927015947694
2010.0,FIN,SWE,-29.98927015947694
2010.0,FIN,SWE,-29.98927015947694
2010.0,FIN,SWE,-29.98927015947694
2010.0,FIN,SWE,-29.98927015947694
2010.0,FIN,SWE,-29.98927015947694
2010.0,NOR,SWE,-29.98927015947694
2010.0,NOR,SWE,-29.98927015947694
2010.0,NOR,SWE,-29.98927015947694
2010.0,NOR,SWE,-29.98927015947694
2010.0,NOR,SWE,-29.98927015947694
2010.0,IRL,GBR,-29.98927015947694
2010.0,IRL,GBR,-29.98927015947694
2010.0,IRL,GBR,-29.98927015947694
2010.0,IRL,GBR,-29.98927015947694
2010.0,IRL,GBR,-29.98927015947694
2010.0,HUN,HRV,-29.98927015947694
2010.0,HUN,HRV,-29.98927015947694
2010.0,HUN,HRV,-29.98927015947694
2010.0,HUN,HRV,-29.98927015947694
2010.0,HUN,HRV,-29.98927015947694
2010.0,SVN,HRV,-29.98927015947694
2010.0,SVN,HRV,-29.98927015947694
2010.0,SVN,HRV,-29.98927015947694
2010.0,SVN,HRV,-29.98927015947694
2010.0,SVN,HRV,-29.98927015947694
2010.0,TUR,GRC,-29.98927015947694
2010.0,TUR,GRC,-29.98927015947694
2010.0,TUR,GRC,-29.98927015947694
2010.0,TUR,GRC,-29.98927015947694
2010.0,TUR,GRC,-29.98927015947694
2010.0,BGR,GRC,-29.98927015947694
2010.0,BGR,GRC,-29.98927015947694
2010.0,BGR,GRC,-29.98927015947694
2010.0,BGR,GRC,-29.98927015947694
2010.0,BGR,GRC,-29.98927015947694
2010.0,MKD,GRC,-29.98927015947694
2010.0,MKD,GRC,-29.98927015947694
2010.0,MKD,GRC,-29.98927015947694
2010.0,MKD,GRC,-29.98927015947694
2010.0,MKD,GRC,-29.98927015947694
2010.0,SVN,ITA,-29.98927015947694
2010.0,SVN,ITA,-29.98927015947694
2010.0,SVN,ITA,-29.98927015947694
2010.0,SVN,ITA,-29.98927015947694
2010.0,SVN,ITA,-29.98927015947694
2010.0,AUT,ITA,-29.98927015947694
2010.0,AUT,ITA,-29.98927015947694
2010.0,AUT,ITA,-29.98927015947694
2010.0,AUT,ITA,-29.98927015947694
2010.0,AUT,ITA,-29.98927015947694
2010.0,FRA,ITA,-29.98927015947694
2010.0,FRA,ITA,-29.98927015947694
2010.0,FRA,ITA,-29.98927015947694
2010.0,FRA,ITA,-29.98927015947694
2010.0,FRA,ITA,-29.98927015947694
2010.0,CHE,ITA,-29.98927015947694
2010.0,CHE,ITA,-29.98927015947694
2010.0,CHE,ITA,-29.98927015947694
2010.0,CHE,ITA,-29.98927015947694
2010.0,CHE,ITA,-29.98927015947694
2010.0,BGR,MKD,-29.98927015947694
2010.0,BGR,MKD,-29.98927015947694
2010.0,BGR,MKD,-29.98927015947694
2010.0,BGR,MKD,-29.98927015947694
2010.0,BGR,MKD,-29.98927015947694
2010.0,GRC,MKD,-29.98927015947694
2010.0,GRC,MKD,-29.98927015947694
2010.0,GRC,MKD,-29.98927015947694
2010.0,GRC,MKD,-29.98927015947694
2010.0,GRC,MKD,-29.98927015947694
2010.0,ESP,PRT,-29.98927015947694
2010.0,ESP,PRT,-29.98927015947694
2010.0,ESP,PRT,-29.98927015947694
2010.0,ESP,PRT,-29.98927015947694
2010.0,ESP,PRT,-29.98927015947694
2010.0,HUN,SVN,-29.98927015947694
2010.0,HUN,SVN,-29.98927015947694
2010.0,HUN,SVN,-29.98927015947694
2010.0,HUN,SVN,-29.98927015947694
2010.0,HUN,SVN,-29.98927015947694
2010.0,HRV,SVN,-29.98927015947694
2010.0,HRV,SVN,-29.98927015947694
2010.0,HRV,SVN,-29.98927015947694
2010.0,HRV,SVN,-29.98927015947694
2010.0,HRV,SVN,-29.98927015947694
2010.0,ITA,SVN,-29.98927015947694
2010.0,ITA,SVN,-29.98927015947694
2010.0,ITA,SVN,-29.98927015947694
2010.0,ITA,SVN,-29.98927015947694
2010.0,ITA,SVN,-29.98927015947694
2010.0,AUT,SVN,-29.98927015947694
2010.0,AUT,SVN,-29.98927015947694
2010.0,AUT,SVN,-29.98927015947694
2010.0,AUT,SVN,-29.98927015947694
2010.0,AUT,SVN,-29.98927015947694
2010.0,PRT,ESP,-29.98927015947694
2010.0,PRT,ESP,-29.98927015947694
2010.0,PRT,ESP,-29.98927015947694
2010.0,PRT,ESP,-29.98927015947694
2010.0,PRT,ESP,-29.98927015947694
2010.0,FRA,ESP,-29.98927015947694
2010.0,FRA,ESP,-29.98927015947694
2010.0,FRA,ESP,-29.98927015947694
2010.0,FRA,ESP,-29.98927015947694
2010.0,FRA,ESP,-29.98927015947694
2010.0,CZE,AUT,-29.98927015947694
2010.0,CZE,AUT,-29.98927015947694
2010.0,CZE,AUT,-29.98927015947694
2010.0,CZE,AUT,-29.98927015947694
2010.0,CZE,AUT,-29.98927015947694
2010.0,HUN,AUT,-29.98927015947694
2010.0,HUN,AUT,-29.98927015947694
2010.0,HUN,AUT,-29.98927015947694
2010.0,HUN,AUT,-29.98927015947694
2010.0,HUN,AUT,-29.98927015947694
2010.0,SVK,AUT,-29.98927015947694
2010.0,SVK,AUT,-29.98927015947694
2010.0,SVK,AUT,-29.98927015947694
2010.0,SVK,AUT,-29.98927015947694
2010.0,SVK,AUT,-29.98927015947694
2010.0,ITA,AUT,-29.98927015947694
2010.0,ITA,AUT,-29.98927015947694
2010.0,ITA,AUT,-29.98927015947694
2010.0,ITA,AUT,-29.98927015947694
2010.0,ITA,AUT,-29.98927015947694
2010.0,SVN,AUT,-29.98927015947694
2010.0,SVN,AUT,-29.98927015947694
2010.0,SVN,AUT,-29.98927015947694
2010.0,SVN,AUT,-29.98927015947694
2010.0,SVN,AUT,-29.98927015947694
2010.0,DEU,AUT,-29.98927015947694
2010.0,DEU,AUT,-29.98927015947694
2010.0,DEU,AUT,-29.98927015947694
2010.0,DEU,AUT,-29.98927015947694
2010.0,DEU,AUT,-29.98927015947694
2010.0,CHE,AUT,-29.98927015947694
