time,regions,water,forests,heating,cooling,agcost,drycost,protcost,hurrdam,extratropicalstormsdam,eloss_other,species,deadcost,morbcost,wetcost
1950,USA,-0.26168662129327774,,,,,,,0.0737698639775324,0.014052225119713109,0.0,,,,
1950,CAN,-0.012737585961385144,,,,,,,2.1724421618101872e-5,0.001162801083818985,0.0,,,,
1950,WEU,-0.12872393361795872,,,,,,,1.2553557075052226e-6,0.034438562178721335,0.0,,,,
1950,JPK,0.0005075192213596064,,,,,,,0.009019986585554866,0.0006747121683189748,0.0,,,,
1950,ANZ,8.431406668263239e-5,,,,,,,0.0002970763632170569,0.009645831570502195,0.0,,,,
1950,EEU,-0.14999982888996694,,,,,,,0.0,0.0003044679051907428,0.0,,,,
1950,FSU,-1.1890643413572137,,,,,,,0.00011700030146221345,0.0006250833139643292,0.0,,,,
1950,MDE,-0.02639237831434036,,,,,,,0.0,7.310976409469293e-5,0.0,,,,
1950,CAM,-0.01419484184436377,,,,,,,0.0021973698422555195,0.00012667637909001303,0.0,,,,
1950,LAM,-0.06999055156606702,,,,,,,6.681200730333109e-5,0.0002421593817418502,0.0,,,,
1950,SAS,-0.023701450409622887,,,,,,,0.0021814441961284054,0.012097803380592364,0.0,,,,
1950,SEA,-0.02484240030253295,,,,,,,0.0006198944611996571,0.00020266311713521156,0.0,,,,
1950,CHI,0.03511709267769452,,,,,,,0.002656179870193909,0.0005333575635061924,0.0,,,,
1950,MAF,-0.03437580821739122,,,,,,,0.0,3.4059732160385115e-7,0.0,,,,
1950,SSA,-0.08000165676604519,,,,,,,0.0001245233317059052,0.0023963804601892717,0.0,,,,
1950,SIS,-0.0022873523283680783,,,,,,,0.0012839098939764933,0.0007135655751462463,0.0,,,,
1951,USA,-0.2758314969799935,0.028651113881537096,2.225604979769603,-0.39614235469123243,1.1259006982352615,0.0,0.07800343629741055,0.07729586840759539,0.01442442941113106,0.0,0.31818748175731476,1.5256264511466735,0.05565180974376357,0.017535513138748397
1951,CAN,-0.013644260287887441,0.00034317652757828834,0.10837551939278957,-0.019207770669557523,0.1203226287009359,0.0,0.010640552695344566,2.3114229152041888e-5,0.0012120285934428463,0.0,0.011192287329533208,0.0018990122862975235,6.680260562400858e-6,0.0
1951,WEU,-0.13550911000798582,0.01774096770515586,1.5653174199813085,-0.8702678529809907,5.048291549442524,0.0,0.1259677738318099,1.3091157163533507e-6,0.03518285158443185,0.0,0.2503552432873834,1.2511742797998802,0.03146909932146372,0.006905472522400229
1951,JPK,0.0005396905194076486,0.010772510971767943,0.4737217552309646,-0.023904276729096625,2.292141307625077,0.0,0.061797056038347294,0.00951902499997797,0.0006975615168621894,0.0,0.07763426122952144,0.7806804280529855,0.0030031599509238232,0.0014515053514427521
1951,ANZ,8.872851526556564e-5,-0.004100032272124095,0.051780226879596734,-0.0025937667702720236,0.2823560682958725,0.0,0.029957248357662395,0.0003130108145922947,0.009956461871899967,0.0,0.024899913828685328,0.004286882721887265,9.355022905098731e-5,0.00019781102248061263
1951,EEU,-0.1589518745437895,0.0016420205207474362,0.13043235522768473,-0.019059734548629668,0.46799351626509755,0.0,0.002537362565812935,0.0,0.0003139514269642338,0.0,0.002166202103280449,0.06195680841308725,0.0021662156571515367,5.423389202326842e-6
1951,FSU,-1.263901750531912,-0.001443590921309719,0.9494839951661245,-0.1386053268888136,1.3130683702809747,0.0,0.044199218888354354,0.00012325821958032918,0.0006451129089896121,0.0,0.003863019439211175,2.1821784226922545,0.07315894496254371,0.0
1951,MDE,-0.028173715191191044,0.0,0.47806842362199964,-0.019344693545080456,0.37926892239513915,0.0,0.015469726610924023,0.0,7.605305551959567e-5,0.0,0.0024233158485764033,0.04239448533775142,0.0014965432684307942,0.0
1951,CAM,-0.01533556580931729,0.00024558528316677804,0.04805344022902177,-0.011302276459656353,0.2627549752332139,0.0,0.03462272146254424,0.0023504238709967113,0.00013274400496044144,0.0,0.0011877088910658383,0.05983743512040984,-0.00036898718580006553,0.001591957177264863
1951,LAM,-0.07532297767998766,0.0015022649542645134,0.24060612130432008,-0.05682428320833547,0.3214803249070962,0.0,0.09625607669019393,7.134747048380821e-5,0.00025334173708840954,0.0,0.008001680633340492,0.22710869465297703,-0.0010680548819851554,0.0036039047780936804
1951,SAS,-0.024855923565860326,0.0011933022164147377,0.06625928754436851,-0.025386066294928226,0.42002731379547725,0.001227268939359105,0.119208633978314,0.0022828738444496213,0.012402291851872109,0.0,0.00017881609478802673,0.27818505584087705,0.007067904069346685,0.00026312178762722945
1951,SEA,-0.026854817603902088,0.0008126007559425109,0.0723097972658372,-0.02773120138118256,0.2361241772787914,0.0,0.138900137876921,0.000662460625382653,0.00021217223395694483,0.0,9.483425519517091e-5,0.590335868942602,0.004565201629752745,0.0007295707717345762
1951,CHI,0.037762379273706854,0.0009263890204960608,0.33785157049180764,-0.08859287025006873,0.7021191604136403,0.0,0.09691087993298436,0.0028363911845695916,0.0005579618415596777,0.0,1.6187891497126408e-5,1.02139004545838,-0.0041101625196359876,2.389216100301293e-5
1951,MAF,-0.03698746585955144,0.0,0.0007140700945634351,-0.03244108297079687,0.10008974861906132,0.0,0.015551577016272829,0.0,3.5564607228284503e-7,0.0,0.00010613495330765192,0.7895009097960186,0.06393359583878623,5.2916085422513335e-5
1951,SSA,-0.08395355924342857,0.00027195802630359926,0.0015107454465649527,-0.07228080663948838,0.23810623709726872,0.0,0.06899989170904207,0.00013055137120571674,0.002461245017765343,0.0,0.0012404657828826307,1.0288363322721215,0.004696410697953407,0.0008610331172375981
