model,scenario,period,region,type,unit,en_5r,scen,gdp_5r,engdp_ratio_5r,country,rel_ratio_2015,convyear,rel_ratio,engdp_ratio,gdp_mig,en_mig,ypc_mig,ypc_nomig,enpc_mig,enpc_nomig,en_nomig,endiff,code
IMAGE,SSP1-1.9-SPA1,2010,MAF,Final Energy,EJ/yr,36.11519775390625,SSP1,5128.382,0.0070422206758206105,AGO,0.5958704293947954,2125,0.5775009034581952,0.004066888802638384,98.686,0.4013449883771716,,,,0.0,,,24
IMAGE,SSP1-1.9-SPA1,2020,MAF,Final Energy,EJ/yr,34.63746557617188,SSP1,8081.876,0.004285819972512803,AGO,0.5958704293947954,2125,0.6142399553313956,0.0026325218684746673,171.984,0.4527516410277472,5429.756189180264,5431.240090857271,14.293951908502718,14.28461826426954,0.4524491263115428,0.0006686159804760727,24
IMAGE,SSP1-1.9-SPA1,2030,MAF,Final Energy,EJ/yr,28.845166259765623,SSP1,13243.278999999999,0.0021780985101775494,AGO,0.5958704293947954,2125,0.650979007204596,0.0014178964057491906,232.32,0.32940569298365197,6285.39511969077,6287.143531719364,8.912039148923045,8.911596439992254,0.3295340572994739,-0.0003895327750760291,24
IMAGE,SSP1-1.9-SPA1,2040,MAF,Final Energy,EJ/yr,36.275283935546874,SSP1,21545.955,0.0016836238605133478,AGO,0.5958704293947954,2125,0.6877180590777965,0.0011578585335693063,304.102,0.35210709577549315,7443.698225525025,7445.964462767658,8.618749511738852,8.62075334202313,0.35256277237797434,-0.0012924694215663557,24
IMAGE,SSP1-1.9-SPA1,2050,MAF,Final Energy,EJ/yr,49.32197924804687,SSP1,33183.176999999996,0.0014863549457017596,AGO,0.5958704293947954,2125,0.7244571109509969,0.0010768004098108226,464.994,0.5007057297595736,10576.632590667015,10579.542085699159,11.388922308048745,11.391425912415025,0.5017697507079127,-0.00212053625559927,24
IMAGE,SSP1-1.9-SPA1,2060,MAF,Final Energy,EJ/yr,64.00945532226564,SSP1,48737.86399999999,0.001313341416075716,AGO,0.5958704293947954,2125,0.7611961628241972,0.0009997104463949325,750.86,0.750642585780099,16433.37548467149,16436.74698669196,16.428617141556476,16.431078424160315,0.7530224632416163,-0.003160433556354092,24
IMAGE,SSP1-1.9-SPA1,2070,MAF,Final Energy,EJ/yr,77.26908276367188,SSP1,68075.642,0.001135047433907004,AGO,0.5958704293947954,2125,0.7979352146973977,0.0009056943178663156,1160.284,1.0508626259112002,25228.349836866277,25232.323291975667,22.849173096393375,22.851611567680425,1.0556004101768046,-0.004488236476538399,24
IMAGE,SSP1-1.9-SPA1,2080,MAF,Final Energy,EJ/yr,87.35836303710937,SSP1,89540.43799999998,0.0009756302849122693,AGO,0.5958704293947954,2125,0.8346742665705982,0.0008143334925032121,1655.046,1.3477593894334712,36715.82705928237,36720.218143956336,29.89892767932935,29.901210372841234,1.3560040585913744,-0.006080121298801866,24
IMAGE,SSP1-1.9-SPA1,2090,MAF,Final Energy,EJ/yr,94.03141894531251,SSP1,111941.579,0.0008400044003784555,AGO,0.5958704293947954,2125,0.8714133184437985,0.0007319910220411831,2181.823,1.5970748476829602,50966.882316471914,50970.6388538796,37.30730027708698,37.30903490406291,1.6098288587427287,-0.007922588162402211,24
IMAGE,SSP1-1.9-SPA1,2100,MAF,Final Energy,EJ/yr,97.37674584960938,SSP1,133480.271,0.0007295216373182923,AGO,0.5958704293947954,2125,0.9081523703169989,0.0006625168041281452,2687.836,1.780736516740577,68604.75565545021,68609.18229709934,45.45180346484116,45.45384752062552,1.798779497034992,-0.010030679315700453,24
IMAGE,SSP1-1.9-SPA1,2010,OECD,Final Energy,EJ/yr,152.9645009765625,SSP1,34635.688,0.004416384076925583,ALB,0.8376006754793268,2125,0.8302188880011144,0.0036665654773309856,24.545,0.08999584964108905,,,,0.0,,,8
IMAGE,SSP1-1.9-SPA1,2020,OECD,Final Energy,EJ/yr,139.1826748046875,SSP1,43139.215,0.0032263608599435,ALB,0.8376006754793268,2125,0.8449824629575392,0.0027262183458248625,30.452,0.08301880106705872,10607.723254856375,10152.664317994471,28.918969744822476,29.400205638677836,0.08750196028108449,-0.05123495747551732,8
IMAGE,SSP1-1.9-SPA1,2030,OECD,Final Energy,EJ/yr,99.15410302734377,SSP1,53740.606,0.0018450499614266309,ALB,0.8376006754793268,2125,0.8597460379139641,0.0015862743940898581,41.037,0.06509594231026551,15181.52453959372,14575.51099707733,24.082063640404343,24.722937701317093,0.07494290773935358,-0.13139289261814013,8
IMAGE,SSP1-1.9-SPA1,2040,OECD,Final Energy,EJ/yr,93.25391918945311,SSP1,65624.541,0.0014210220409686845,ALB,0.8376006754793268,2125,0.8745096128703889,0.001242697434927814,55.608,0.06910391896146588,22601.584699366118,21740.718141505782,28.086931331206003,27.622291343196494,0.08303042670137294,-0.16772776310056925,8
IMAGE,SSP1-1.9-SPA1,2050,OECD,Final Energy,EJ/yr,94.47888769531251,SSP1,76993.66199999998,0.001227099546132934,ALB,0.8376006754793268,2125,0.8892731878268137,0.0010912267251704704,70.384,0.07680490182439839,32370.11469624772,31093.08693346494,35.323134253378925,34.37715445583573,0.10052392594484044,-0.23595401689203,8
IMAGE,SSP1-1.9-SPA1,2060,OECD,Final Energy,EJ/yr,95.78235717773437,SSP1,88106.96800000001,0.0010871144400035916,ALB,0.8376006754793268,2125,0.9040367627832385,0.0009827914191157601,83.03,0.08160117152918156,44427.89491689277,42601.017621096995,43.66335389369891,42.39972513085557,0.11889010210926731,-0.31364200987744917,8
IMAGE,SSP1-1.9-SPA1,2070,OECD,Final Energy,EJ/yr,98.70783544921875,SSP1,99588.28499999997,0.000991159105202171,ALB,0.8376006754793268,2125,0.9188003377396634,0.0009106773206134972,92.473,0.08421306386909193,58897.223076727256,56215.761423921875,53.63636530308942,51.78816285983395,0.1379292278933575,-0.3894472900681877,8
IMAGE,SSP1-1.9-SPA1,2080,OECD,Final Energy,EJ/yr,99.36257934570312,SSP1,110203.217,0.000901630479132956,ALB,0.8376006754793268,2125,0.9335639126960882,0.0008417296779054111,98.004,0.08249287535344191,75974.81163399636,72105.35868317143,63.950253725608036,61.613325074518926,0.15444854813698797,-0.465887660657872,8
IMAGE,SSP1-1.9-SPA1,2090,OECD,Final Energy,EJ/yr,98.860994140625,SSP1,119912.793,0.0008244407595495252,ALB,0.8376006754793268,2125,0.9483274876525131,0.0007818398342219309,99.277,0.07761871322205063,96190.64672727862,91056.92086987912,75.20567929095584,72.34741155211469,0.16857584438600037,-0.5395620677164077,8
IMAGE,SSP1-1.9-SPA1,2100,OECD,Final Energy,EJ/yr,98.73152416992187,SSP1,128765.606,0.000766753850169601,ALB,0.8376006754793268,2125,0.963091062608938,0.0007384537803193354,97.006,0.07163444741365746,120237.18449104528,113072.94901939407,88.78960342236576,84.74251639210291,0.18128104866777608,-0.6048431540963887,8
IMAGE,SSP1-1.9-SPA1,2010,MAF,Final Energy,EJ/yr,36.11519775390625,SSP1,5128.382,0.0070422206758206105,ARE,0.7374186134731534,2125,0.7254830959037513,0.005109012057931744,318.142,1.6253913141345209,,,,0.0,,,784
IMAGE,SSP1-1.9-SPA1,2020,MAF,Final Energy,EJ/yr,34.63746557617188,SSP1,8081.876,0.004285819972512803,ARE,0.7374186134731534,2125,0.7493541310425555,0.0032115969013071606,536.362,1.722578537178911,53249.20194424512,57198.27833439196,171.01497196121687,154.53608106637827,1.4608026993922467,0.17919999593071245,784
IMAGE,SSP1-1.9-SPA1,2030,MAF,Final Energy,EJ/yr,28.845166259765623,SSP1,13243.278999999999,0.0021780985101775494,ARE,0.7374186134731534,2125,0.7732251661813597,0.0016841605824914076,787.776,1.326741287032751,67135.9463639972,71954.88175701896,113.0677145345014,110.84235143732917,1.0820024592638398,0.22619063910023263,784
IMAGE,SSP1-1.9-SPA1,2040,MAF,Final Energy,EJ/yr,36.275283935546874,SSP1,21545.955,0.0016836238605133478,ARE,0.7374186134731534,2125,0.797096201320164,0.0013420101836671792,1061.287,1.4242579617935895,79870.46091153087,85706.0869302625,107.1869719174658,106.4794013960952,1.0533500309652417,0.3521222005266993,784
IMAGE,SSP1-1.9-SPA1,2050,MAF,Final Energy,EJ/yr,49.32197924804687,SSP1,33183.176999999996,0.0014863549457017596,ARE,0.7374186134731534,2125,0.8209672364589682,0.0012202487121698933,1266.675,1.5456585374877996,87119.92278948356,93830.31624923434,106.30797358820786,87.17691052194266,0.8443908736293793,0.8305012355761454,784
IMAGE,SSP1-1.9-SPA1,2060,MAF,Final Energy,EJ/yr,64.00945532226564,SSP1,48737.86399999999,0.001313341416075716,ARE,0.7374186134731534,2125,0.8448382715977725,0.0011095610919751788,1421.73,1.577496291293871,92810.80844862967,100263.41948341216,102.97926196936069,79.6342895262776,0.7178847938271761,1.1974226294499815,784
IMAGE,SSP1-1.9-SPA1,2070,MAF,Final Energy,EJ/yr,77.26908276367188,SSP1,68075.642,0.001135047433907004,ARE,0.7374186134731534,2125,0.8687093067365768,0.000986026269422484,1535.672,1.5142129332165648,98250.1081403464,106325.48585882736,96.8771875999814,218.83608624371072,1.7390109844222668,-0.12926775806444046,784
IMAGE,SSP1-1.9-SPA1,2080,MAF,Final Energy,EJ/yr,87.35836303710937,SSP1,89540.43799999998,0.0009756302849122693,ARE,0.7374186134731534,2125,0.8925803418753809,0.0008708284132509686,1569.904,1.3671170092763487,100957.53944771162,109714.14090733686,87.9166938829728,301.482339744367,1.9959133952997459,-0.3150419189049857,784
IMAGE,SSP1-1.9-SPA1,2090,MAF,Final Energy,EJ/yr,94.03141894531251,SSP1,111941.579,0.0008400044003784555,ARE,0.7374186134731534,2125,0.9164513770141852,0.0007698231894248106,1550.719,1.193779446481653,100525.8057370443,109563.2791435451,77.38709639199037,297.8029568047039,1.6198907928989978,-0.26304942795234065,784
IMAGE,SSP1-1.9-SPA1,2100,MAF,Final Energy,EJ/yr,97.37674584960938,SSP1,133480.271,0.0007295216373182923,ARE,0.7374186134731534,2125,0.9403224121529894,0.000685985545720935,1486.25,1.0195460173277395,95239.60310808977,102425.94113187147,65.33299111234821,123.72969228280846,0.5922942871907307,0.7213504154555945,784
IMAGE,SSP1-1.9-SPA1,2010,LAM,Final Energy,EJ/yr,22.3121328125,SSP1,5813.025,0.003838299820231291,ARG,1.002612929338802,2125,1.002731698854202,0.0038487848994523013,580.427,2.233938672834401,,,,0.0,,,32
IMAGE,SSP1-1.9-SPA1,2020,LAM,Final Energy,EJ/yr,23.680948974609375,SSP1,8405.421999999999,0.002817342064992023,ARG,1.002612929338802,2125,1.0024941598234018,0.0028243689663793063,861.408,2.4329340225908656,19013.788037762766,19094.91604303512,53.701952867171244,53.5644765600086,2.424514292627388,0.003472749156018917,32
IMAGE,SSP1-1.9-SPA1,2030,LAM,Final Energy,EJ/yr,20.207129638671873,SSP1,12152.667999999998,0.0016627731160492392,ARG,1.002612929338802,2125,1.0022566207926018,0.0016665253644362952,1234.956,2.0580854979627894,25563.752603335935,25678.26512552465,42.60264212363371,42.63412742571053,2.0532179542274926,0.0023706902256892537,32
IMAGE,SSP1-1.9-SPA1,2040,LAM,Final Energy,EJ/yr,23.104435546875003,SSP1,17221.99399999999,0.001341565648372367,ARG,1.002612929338802,2125,1.0020190817618015,0.0013442743791052551,1689.617,2.271308843600684,33267.63580668437,33435.21198528273,44.720830468330384,44.775509395786514,2.2616300061949572,0.004279584803533298,32
IMAGE,SSP1-1.9-SPA1,2050,LAM,Final Energy,EJ/yr,26.611714599609375,SSP1,22776.719999999998,0.0011683734356663022,ARG,1.002612929338802,2125,1.0017815427310013,0.0011704549428677084,2112.17,2.4721998166768877,40117.697551899095,40357.9301086876,46.95595739609205,46.96114711645315,2.4528145127277905,0.007903289811971526,32
IMAGE,SSP1-1.9-SPA1,2060,LAM,Final Energy,EJ/yr,28.748015625,SSP1,28238.342,0.0010180489925718727,ARG,1.002612929338802,2125,1.0015440037002012,0.0010196208639833898,2478.593,2.5272251361231817,46180.830869319136,46508.9758127937,47.08693867044597,47.02346852248188,2.497204963261098,0.01202150936897084,32
IMAGE,SSP1-1.9-SPA1,2070,LAM,Final Energy,EJ/yr,29.5383486328125,SSP1,33128.82,0.000891620909915068,ARG,1.002612929338802,2125,1.001306464669401,0.0008927857811323711,2778.376,2.480494587439433,51573.311567082084,51997.993322633956,46.043919253000524,45.86665914740799,2.438343126235125,0.01728692764803408,32
IMAGE,SSP1-1.9-SPA1,2080,LAM,Final Energy,EJ/yr,29.36619677734375,SSP1,37171.552,0.0007900180432967595,ARG,1.002612929338802,2125,1.0010689256386007,0.0007908625138381965,2983.801,2.3597763596529244,55923.80779977519,56473.22100371854,44.22804321993435,43.81467202273522,2.3006847457022723,0.02568435943300651,32
IMAGE,SSP1-1.9-SPA1,2090,LAM,Final Energy,EJ/yr,28.048345703125,SSP1,40256.051999999996,0.0006967485461099117,ARG,1.002612929338802,2125,1.0008313866078007,0.000697327813520152,3111.058,2.169427272874377,59531.97788457208,60232.09368906827,41.513303972778694,40.7183669133778,2.088614581290716,0.038692007758425406,32
IMAGE,SSP1-1.9-SPA1,2100,LAM,Final Energy,EJ/yr,26.011298828125,SSP1,42116.244000000006,0.0006176072782778302,ARG,1.002612929338802,2125,1.0005938475770004,0.0006179740428635733,3156.007,1.9503304050957375,62226.205348393516,63024.216199322254,38.45417969120565,37.54808902001477,1.8644670597372106,0.0460524871759489,32
IMAGE,SSP1-1.9-SPA1,2010,REF,Final Energy,EJ/yr,27.229809082031252,SSP1,2854.636,0.009538802524045535,ARM,0.6331642193296287,2125,0.6164898656627937,0.0058805750866327494,15.153,0.08910835428774605,,,,0.0,,,51
IMAGE,SSP1-1.9-SPA1,2020,REF,Final Energy,EJ/yr,24.629652099609377,SSP1,4280.51,0.005753905983074301,ARM,0.6331642193296287,2125,0.6498385729964637,0.0037391100531968184,21.519,0.08046190923474233,7458.499130692741,6903.449772860014,27.88814908133296,28.44054278436172,0.0845198353452649,-0.04801152408716691,51
IMAGE,SSP1-1.9-SPA1,2030,REF,Final Energy,EJ/yr,19.511028564453124,SSP1,6413.965,0.0030419605601921937,ARM,0.6331642193296287,2125,0.6831872803301339,0.0020782287619892353,31.593,0.06565748127752591,11489.052726036376,10668.27724428304,23.876879823259628,24.693728273443007,0.07441806791571089,-0.11772123200118012,51
IMAGE,SSP1-1.9-SPA1,2040,REF,Final Energy,EJ/yr,18.401505859375,SSP1,8875.322,0.0020733338868578516,ARM,0.6331642193296287,2125,0.716535987663804,0.0014856183443765244,45.427,0.06748718452999238,17584.957745336316,16299.292812590886,26.124535811557678,25.65049094440817,0.07727081574543966,-0.1266148302054737,51
IMAGE,SSP1-1.9-SPA1,2050,REF,Final Energy,EJ/yr,18.161947998046877,SSP1,10602.964,0.001712912351494061,ARM,0.6331642193296287,2125,0.7498846949974741,0.0012844867562575302,57.013,0.07323244343451056,23709.352646559604,21950.91595048369,30.45434947394523,29.21117306976,0.08715481464454695,-0.15974299603317987,51
IMAGE,SSP1-1.9-SPA1,2060,REF,Final Energy,EJ/yr,17.78900634765625,SSP1,11895.179000000002,0.00149548034104037,ARM,0.6331642193296287,2125,0.7832334023311442,0.001171310155632389,65.011,0.07614804452781723,29583.55188559784,27569.682633222103,34.65151476327846,33.212588063762766,0.09662775406676674,-0.21194438116401493,51
IMAGE,SSP1-1.9-SPA1,2070,REF,Final Energy,EJ/yr,16.826339111328124,SSP1,13047.26,0.0012896454206728558,ARM,0.6331642193296287,2125,0.8165821096648144,0.0010531013783326075,71.565,0.07536520014037305,35889.2795139482,33584.903755673186,37.79504972350306,36.646270996514716,0.10314997342016871,-0.26936287386733304,51
IMAGE,SSP1-1.9-SPA1,2080,REF,Final Energy,EJ/yr,15.754120605468751,SSP1,13549.386,0.001162718414359791,ARM,0.6331642193296287,2125,0.8499308169984845,0.0009882302118559994,74.461,0.07358460980500957,41547.52093777432,38997.42998755224,41.05851541842829,39.58771668227935,0.10657646949378516,-0.3095604484318132,51
