model,scenario,period,region,type,unit,en_5r,scen,gdp_5r,engdp_ratio_5r,country,rel_ratio_2015,convyear,rel_ratio,engdp_ratio,gdp_mig,en_mig
AIM,SSP3-7.0-SPA0,2090,LAM,Final Energy,EJ/yr,68.2801,SSP3,25527.564000000002,0.002674759722470973,JAM,1.1214032733442068,2200,1.0721857300965554,0.0028678392058704,76.209,0.2185551580401773
AIM,SSP3-7.0-SPA0,2090,LAM,Final Energy,EJ/yr,68.2801,SSP3,25527.564000000002,0.002674759722470973,MEX,0.8449359846457456,2200,0.9077997746542271,0.0024281462733133524,6253.797,15.185133879608221
AIM,SSP3-7.0-SPA0,2090,LAM,Final Energy,EJ/yr,68.2801,SSP3,25527.564000000002,0.002674759722470973,NIC,1.7160891808110568,2200,1.4257827561579257,0.0038136262891648723,194.216,0.7406672433764449
AIM,SSP3-7.0-SPA0,2090,LAM,Final Energy,EJ/yr,68.2801,SSP3,25527.564000000002,0.002674759722470973,PAN,0.6380386042971804,2200,0.7847797106631883,0.00209909716109432,344.484,0.7231053864424157
AIM,SSP3-7.0-SPA0,2090,LAM,Final Energy,EJ/yr,68.2801,SSP3,25527.564000000002,0.002674759722470973,PRY,1.6413042278470829,2200,1.3813160273685359,0.0036946884740089716,349.123,1.2899007241114342
AIM,SSP3-7.0-SPA0,2090,LAM,Final Energy,EJ/yr,68.2801,SSP3,25527.564000000002,0.002674759722470973,PER,0.6380566891304503,2200,0.7847904638072948,0.002099125923171066,1725.81,3.622692509467857
AIM,SSP3-7.0-SPA0,2090,LAM,Final Energy,EJ/yr,68.2801,SSP3,25527.564000000002,0.002674759722470973,SUR,1.3078842090808147,2200,1.1830662864804844,0.003164418052091305,30.672,0.09705903049374451
AIM,SSP3-7.0-SPA0,2090,LAM,Final Energy,EJ/yr,68.2801,SSP3,25527.564000000002,0.002674759722470973,TTO,4.496659065181686,2200,3.0790945792972186,0.008235838162382906,58.674,0.48322956833965464
AIM,SSP3-7.0-SPA0,2090,LAM,Final Energy,EJ/yr,68.2801,SSP3,25527.564000000002,0.002674759722470973,URY,1.0550169805949536,2200,1.0327127992726752,0.0027622586003748025,151.115,0.4174187083956383
AIM,SSP3-7.0-SPA0,2090,LAM,Final Energy,EJ/yr,68.2801,SSP3,25527.564000000002,0.002674759722470973,VEN,0.9955763407899559,2200,0.9973697161453792,0.0026677243451579675,2273.986,6.0663678127483855
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,ARG,1.0036744184539614,2200,1.0019861721372765,0.0025679260468406914,2739.687,7.035313607490833
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,BOL,1.4709230886605367,2200,1.2545530208975875,0.003215213412210858,702.278,2.257973644700617
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,BRA,1.1296268659320088,2200,1.0700685761794642,0.002742410070206548,4883.422,13.392345669868199
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,CHL,1.0453057038231464,2200,1.0244895696341332,0.0026255985598768,1061.274,2.786479486034691
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,COL,0.7003203978290075,2200,0.8380110258535176,0.0021476846693789593,2531.22,5.436262388825409
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,CRI,0.7451342545503459,2200,0.8622347321893762,0.0022097660515183817,264.808,0.5851637285704796
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,CUB,1.0049336692278654,2200,1.0026668482312786,0.002569670507911967,183.093,0.4704886823051257
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,DOM,0.6720978556795255,2200,0.8227555976646084,0.0021085875116622554,568.172,1.198040383676167
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,ECU,1.0609854020279177,2200,1.032965082177253,0.002647319906962237,876.964,2.3216042548892313
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,SLV,0.7237378937854101,2200,0.8506691317758973,0.0021801253165711384,211.306,0.460673560143381
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,GTM,1.7530246889016388,2200,1.4070403723792642,0.0036060134577327453,927.166,3.3433730735522387
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,HTI,2.951431756299727,2200,2.054827976378231,0.0052661867289678374,237.34,1.2498767582532266
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,HND,1.8005828916009161,2200,1.4327475089734683,0.003671896628065463,370.259,1.3595527736108903
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,JAM,1.1214032733442068,2200,1.0656233909968684,0.0027310177904218184,92.189,0.251769799081197
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,MEX,0.8449359846457456,2200,0.9161816133220246,0.002348023050525517,6910.168,16.22523374700381
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,NIC,1.7160891808110568,2200,1.3870752328708416,0.003554846083173945,239.426,0.8511225783100049
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,PAN,0.6380386042971804,2200,0.8043451915119894,0.002061404663428548,381.849,0.7871453093255276
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,PRY,1.6413042278470829,2200,1.3466509339713961,0.0034512452422085097,417.172,1.4397628801826086
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,PER,0.6380566891304503,2200,0.8043549670975407,0.0020614297166492994,1950.772,4.021379371207387
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,SUR,1.3078842090808147,2200,1.1664238968004403,0.002989352936739831,35.509,0.10614893343069466
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,TTO,4.496659065181686,2200,2.89008598117929,0.007406815857397534,61.401,0.454785900460066
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,URY,1.0550169805949536,2200,1.0297389084297046,0.002639051753340624,165.926,0.43788730122479635
AIM,SSP3-7.0-SPA0,2100,LAM,Final Energy,EJ/yr,72.53280000000001,SSP3,28301.773999999998,0.002562835813754997,VEN,0.9955763407899559,2200,0.9976088328594357,0.0025567076449704846,2490.373,6.367155687928081
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,ARG,1.0031639205195253,2200,1.0032494318849179,0.004771472867971994,580.427,2.769491682338381
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,BOL,1.4633042206257147,2200,1.4758259563183016,0.007019055565465165,43.19,0.3031530098724405
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,BRA,1.1277727094286485,2200,1.1312260258996931,0.005380131917925001,1967.541,10.585630133926074
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,CHL,1.0421781874019744,2200,1.0433181384128387,0.004962040377881771,232.988,1.156095863561918
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,COL,0.7006414487175633,2200,0.6925506770612813,0.003293783839064854,392.55,1.2929748460249084
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,CRI,0.7418050571265429,2200,0.7348268154272602,0.003494849935655515,48.697,0.17018870731661662
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,CUB,0.9960090890922734,2200,0.9959012266353078,0.004736524667791179,64.7,0.3064531460060893
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,DOM,0.6744384245961489,2200,0.6656394630987476,0.003165793607338365,83.26,0.26358397574699227
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,ECU,1.0635356107345588,2200,1.0652527894030603,0.005066361983996852,104.16,0.5277122642531121
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,SLV,0.7313438560016792,2200,0.7240828791368596,0.003443751575790461,37.019,0.12748423958418706
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,GTM,1.7420263181106166,2200,1.7620810834649576,0.00838049024869439,61.823,0.5181070486450333
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,HTI,2.9380211770972218,2200,2.990400127829579,0.014222398359609104,9.918,0.14105774693060308
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,HND,1.7890700213095558,2200,1.810396238101706,0.008610278018449699,26.744,0.23027327532541875
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,JAM,1.128522113144607,2200,1.131995683770137,0.00538379242500303,18.919,0.10185596888863233
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,MEX,0.8471318255928462,2200,0.8430002533115717,0.004009324808499951,1409.686,5.651889051995061
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,NIC,1.7300535082220951,2200,1.7497846841199896,0.008322008345806061,14.467,0.1203944947387763
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,PAN,0.6373241276261123,2200,0.6275220770214127,0.00298450661361009,44.448,0.13265534996174128
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,PRY,1.629037344597138,2200,1.646038353910574,0.007828588879008225,30.001,0.23486549495912576
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,PER,0.640745803424057,2200,0.6310362305436261,0.0030012199928079494,248.847,0.7468445915502798
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,SUR,1.3080151988592683,2200,1.3163399339635729,0.00626053709109472,3.73,0.023351803349783307
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,TTO,4.495261181000704,2200,4.5897276994061285,0.021828829893230352,31.079,0.6784182042517061
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,URY,1.0546130204620325,2200,1.0560890480420875,0.005022779060465219,42.434,0.2131366066517811
GCAM4,SSP4-6.0-SPA4,2010,LAM,Final Energy,EJ/yr,27.64685449782,SSP4,5813.025,0.004756018509781052,VEN,0.9956997310124633,2200,0.9955835075263137,0.004735013589827892,316.397,1.4981440947807756
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,ARG,1.0031639205195253,2200,1.0030784091541327,0.004093377396897798,859.903,3.5199075037246073
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,BOL,1.4633042206257147,2200,1.450782484933128,0.005920374895366691,71.133,0.4211340274321188
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,BRA,1.1277727094286485,2200,1.1243193929576039,0.004588139419636662,2790.695,12.804097737682936
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,CHL,1.0421781874019744,2200,1.0410382363911101,0.004248284428475737,364.611,1.548971233750967
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,COL,0.7006414487175633,2200,0.7087322203738453,0.0028922050607967016,600.576,1.73698894659304
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,CRI,0.7418050571265429,2200,0.7487832988258255,0.0030556461016570725,74.798,0.2285562171117457
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,CUB,0.9960090890922734,2200,0.996116951549239,0.004064968976430086,82.119,0.3338111873754622
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,DOM,0.6744384245961489,2200,0.6832373860935502,0.0027881653591859184,127.079,0.35431726567998734
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,ECU,1.0635356107345588,2200,1.0618184320660573,0.004333084562246608,150.15,0.6506126470213281
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,SLV,0.7313438560016792,2200,0.7386048328664987,0.0030141096653099513,44.998,0.1356289067196172
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,GTM,1.7420263181106166,2200,1.7219715527562756,0.007027047305402069,85.768,0.6026957932897247
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,HTI,2.9380211770972218,2200,2.8856422263648644,0.011775772020550732,16.99,0.20007036662915692
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,HND,1.7890700213095558,2200,1.7677438045174056,0.0072138353959982195,38.757,0.279586618442703
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,JAM,1.128522113144607,2200,1.125048542519077,0.004591114944088842,21.437,0.09841973105643251
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,MEX,0.8471318255928462,2200,0.8512633978741206,0.003473848424873143,1948.304,6.768112781574044
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,NIC,1.7300535082220951,2200,1.7103223323242007,0.006979508992172551,20.811,0.14525056163610298
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,PAN,0.6373241276261123,2200,0.647126178230812,0.0026408022012403094,85.071,0.22465568406171435
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,PRY,1.629037344597138,2200,1.612036335283702,0.006578422023252138,47.345,0.31145539069087247
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,PER,0.640745803424057,2200,0.6504553763044878,0.0026543880426064615,428.672,1.137861831000197
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,SUR,1.3080151988592683,2200,1.2996904637549638,0.005303796312179118,5.856,0.031059031204120915
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,TTO,4.495261181000704,2200,4.40079466259528,0.017958828777350295,38.156,0.6852370708285779
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,URY,1.0546130204620325,2200,1.0531369928819776,0.004297657215187447,61.327,0.26356242403580055
GCAM4,SSP4-6.0-SPA4,2020,LAM,Final Energy,EJ/yr,34.2977644794138,SSP4,8404.635999999999,0.004080814978711012,VEN,0.9956997310124633,2200,0.9958159544986129,0.004063740663157343,440.08,1.7883709910422834
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,ARG,1.0031639205195253,2200,1.0029073864233475,0.003706005315125372,1157.428,4.289434319874929
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,BOL,1.4633042206257147,2200,1.4257390135479542,0.005268478858286048,113.806,0.5995845049461019
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,BRA,1.1277727094286485,2200,1.1174127600155148,0.004129132643618153,3693.666,15.251636855222491
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,CHL,1.0421781874019744,2200,1.0387583343693818,0.0038384839521749168,496.618,1.9062602233612027
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,COL,0.7006414487175633,2200,0.7249137636864095,0.0026787461111542066,807.242,2.1623963682603438
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,CRI,0.7418050571265429,2200,0.7627397822243908,0.0028185231510379424,103.93,0.29292911108737335
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,CUB,0.9960090890922734,2200,0.9963326764631701,0.003681710040818219,98.291,0.36187896162206357
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,DOM,0.6744384245961489,2200,0.700835309088353,0.0025897699186080143,173.499,0.44932249110857186
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,ECU,1.0635356107345588,2200,1.058384074729054,0.003911006200062234,207.761,0.8125545591311297
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,SLV,0.7313438560016792,2200,0.7531267865961376,0.002783000615881795,53.621,0.14922727602419775
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,GTM,1.7420263181106166,2200,1.6818620220475937,0.006214920417771075,122.076,0.7586926249198217
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,HTI,2.9380211770972218,2200,2.78088432490015,0.01027609550826304,26.908,0.2765091779363419
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,HND,1.7890700213095558,2200,1.7250913709331053,0.006374664177671441,55.481,0.35367274324138925
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,JAM,1.128522113144607,2200,1.1181014012680173,0.004131677353305744,25.538,0.1055147762487221
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,MEX,0.8471318255928462,2200,0.8595265424366695,0.0031761755650456486,2598.759,8.254114835242465
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,NIC,1.7300535082220951,2200,1.6708599805284117,0.006174264994449556,30.866,0.19057486331868
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,PAN,0.6373241276261123,2200,0.6667302794402113,0.002463742906682939,129.042,0.3179263121641798
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,PRY,1.629037344597138,2200,1.5780343166568296,0.0058312498682822535,77.089,0.4495252210960106
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,PER,0.640745803424057,2200,0.6698745220653496,0.0024753617062237047,639.229,1.5823229881076726
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,SUR,1.3080151988592683,2200,1.2830409935463547,0.004741172321568051,8.864,0.04202575145837921
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,TTO,4.495261181000704,2200,4.211861625784431,0.015563931209437458,47.819,0.7442516265040898
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,URY,1.0546130204620325,2200,1.0501849377218677,0.0038807082426043286,80.393,0.3119817777476898
GCAM4,SSP4-6.0-SPA4,2030,LAM,Final Energy,EJ/yr,41.91572368403485,SSP4,11343.099999999999,0.0036952617612499984,VEN,0.9956997310124633,2200,0.9960484014709122,0.0036806595703096487,595.174,2.190632879099475
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,ARG,1.0031639205195253,2200,1.0027363636925624,0.0033013888324029132,1449.039,4.783841172316285
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,BOL,1.4633042206257147,2200,1.4006955421627802,0.004611621546728441,173.438,0.7998304178214873
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,BRA,1.1277727094286485,2200,1.1105061270734258,0.0036562078119262006,4542.876,16.60969871981205
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,CHL,1.0421781874019744,2200,1.0364784323476535,0.003412480533744906,621.23,2.119935281978348
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,COL,0.7006414487175633,2200,0.7410953069989736,0.0024399671327993825,1065.687,2.6002412538515753
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,CRI,0.7418050571265429,2200,0.776696265622956,0.002557179005710066,134.207,0.3431913228193308
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,CUB,0.9960090890922734,2200,0.9965484013771013,0.003281015710989061,116.146,0.3810768507685355
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,DOM,0.6744384245961489,2200,0.7184332320831558,0.002365354977745337,223.062,0.5276208120458304
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,ECU,1.0635356107345588,2200,1.0549497173920508,0.003473295017365649,279.252,0.9699245801893922
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,SLV,0.7313438560016792,2200,0.7676487403257766,0.002527391117229591,58.87,0.14878751507130603
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,GTM,1.7420263181106166,2200,1.6417524913389117,0.005405272548924662,163.4,0.8832215344942898
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,HTI,2.9380211770972218,2200,2.676126423435435,0.008810824268797411,37.256,0.3282560689583164
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,HND,1.7890700213095558,2200,1.6824389373488051,0.0055392277771888375,72.862,0.40359921430153306
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,JAM,1.128522113144607,2200,1.1111542600169575,0.0036583417116621275,30.889,0.11300251713153145
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,MEX,0.8471318255928462,2200,0.8677896869992183,0.0028570931356110838,3349.55,9.569976312386107
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,NIC,1.7300535082220951,2200,1.6313976287326228,0.005371180409647314,41.069,0.22058900824380556
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,PAN,0.6373241276261123,2200,0.6863343806496107,0.0022596733714002454,173.003,0.3909302722723566
GCAM4,SSP4-6.0-SPA4,2040,LAM,Final Energy,EJ/yr,47.56059750847073,SSP4,14445.660000000003,0.0032923796841730123,PRY,1.629037344597138,2200,1.5440322980299572,0.005083540569740801,121.165,0.6159471931326441
