model,scenario,period,region,type,unit,en_5r,scen,gdp_5r,engdp_ratio_5r,country,rel_ratio_2015,convyear,rel_ratio,engdp_ratio,gdp_mig,en_mig
AIM,SSP3-7.0-SPA0,2020,ASIA,Final Energy,EJ/yr,141.8117,SSP3,36792.07499999999,0.003854408863865385,MYS,0.9126593507207221,2200,0.9150199088093512,0.0035268608471280597,602.209,2.1239073438881415
AIM,SSP3-7.0-SPA0,2020,ASIA,Final Energy,EJ/yr,141.8117,SSP3,36792.07499999999,0.003854408863865385,MNG,1.4461146280873982,2200,1.434057475976928,0.005527443846697893,28.366,0.15679147215543243
AIM,SSP3-7.0-SPA0,2020,ASIA,Final Energy,EJ/yr,141.8117,SSP3,36792.07499999999,0.003854408863865385,MMR,1.3885547549268946,2200,1.3780532750640055,0.005311580758285426,124.57,0.6616636150596156
AIM,SSP3-7.0-SPA0,2020,ASIA,Final Energy,EJ/yr,141.8117,SSP3,36792.07499999999,0.003854408863865385,NPL,2.4697853325481494,2200,2.430061404641443,0.009366450217787146,50.632,0.47424210742699874
AIM,SSP3-7.0-SPA0,2020,ASIA,Final Energy,EJ/yr,141.8117,SSP3,36792.07499999999,0.003854408863865385,PAK,1.2802927113836327,2200,1.2727172326975886,0.00490557258290381,612.85,3.0063801574326
AIM,SSP3-7.0-SPA0,2020,ASIA,Final Energy,EJ/yr,141.8117,SSP3,36792.07499999999,0.003854408863865385,PHL,0.5862607272683351,2200,0.5974428697745964,0.0023027890929123774,535.44,1.2330053919090034
AIM,SSP3-7.0-SPA0,2020,ASIA,Final Energy,EJ/yr,141.8117,SSP3,36792.07499999999,0.003854408863865385,SGP,0.44943954277278764,2200,0.46431955513027984,0.001789677408960183,376.162,0.6732086335092803
AIM,SSP3-7.0-SPA0,2020,ASIA,Final Energy,EJ/yr,141.8117,SSP3,36792.07499999999,0.003854408863865385,LKA,0.5718421230489203,2200,0.5834139575611117,0.0022487159293263326,180.838,0.4066532912275153
AIM,SSP3-7.0-SPA0,2020,ASIA,Final Energy,EJ/yr,141.8117,SSP3,36792.07499999999,0.003854408863865385,TWN,0.6147406289700873,2200,0.6251530444033282,0.002409595435620619,1064.202,2.564296281778334
AIM,SSP3-7.0-SPA0,2020,ASIA,Final Energy,EJ/yr,141.8117,SSP3,36792.07499999999,0.003854408863865385,THA,1.1633394246319533,2200,1.1589248455878465,0.004466970197387618,829.287,3.704400314080986
AIM,SSP3-7.0-SPA0,2020,ASIA,Final Energy,EJ/yr,141.8117,SSP3,36792.07499999999,0.003854408863865385,VNM,1.5051102200672148,2200,1.4914585924978307,0.005748691219011831,472.887,2.7184813444848475
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,BGD,0.7379632487427699,2200,0.7592094718176804,0.002407207265290543,707.552,1.7032243149708544
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,BRN,0.4954927954965832,2200,0.5363987850509143,0.0017007467640994616,29.785,0.05065674236870246
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,KHM,1.2751386451062041,2200,1.2528301063138092,0.003972318373311281,88.837,0.35288884732985426
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,CHN,1.1018688761544373,2200,1.0936092375473208,0.0034674805830727986,31120.25,107.90886261537126
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,HKG,0.2023859069799922,2200,0.26705731992756043,0.0008467522398522235,484.952,0.4106341922208155
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,IND,0.8821147895071896,2200,0.8916730498174175,0.002827206355375554,11288.525,31.914989622815828
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,IDN,1.0081298189302619,2200,1.0074706444224029,0.003194363011586542,2843.918,9.084506467185175
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,KOR,0.8742393472985501,2200,0.884436156977046,0.002804260512798323,2393.854,6.712990245604317
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,MYS,0.9126593507207221,2200,0.9197410249866095,0.0029162008111316318,864.718,2.5216913330001223
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,MNG,1.4461146280873982,2200,1.4099431717559876,0.004470473002097714,49.304,0.2204122008954257
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,MMR,1.3885547549268946,2200,1.3570503153382274,0.004302766890705339,179.151,0.7708449912367522
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,NPL,2.4697853325481494,2200,2.3506135488280293,0.0074530340079688225,78.554,0.5854656334619829
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,PAK,1.2802927113836327,2200,1.2575662753255004,0.003987335230816089,915.845,3.651781034466761
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,PHL,0.5862607272683351,2200,0.6198071547871188,0.001965207681762048,783.475,1.5396910884685204
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,SGP,0.44943954277278764,2200,0.4940795798452643,0.0015665662750330319,448.454,0.7025329123036633
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,LKA,0.5718421230489203,2200,0.6065576265854944,0.0019231977204370641,276.811,0.5323622841919041
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,TWN,0.6147406289700873,2200,0.64597787526981,0.0020481865575827,1204.828,2.4677125137992495
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,THA,1.1633394246319533,2200,1.1500956874996326,0.0036465808153053193,1184.014,4.317602737452912
AIM,SSP3-7.0-SPA0,2030,ASIA,Final Energy,EJ/yr,176.5697,SSP3,55688.345,0.0031706760184738838,VNM,1.5051102200672148,2200,1.4641553373590623,0.004642362215484918,745.518,3.460964594163885
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,BGD,0.7379632487427699,2200,0.7733736205342875,0.002262576690766438,965.74,2.18506081334078
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,BRN,0.4954927954965832,2200,0.5636694447538017,0.0016490675569152927,34.165,0.05634039308201097
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,KHM,1.2751386451062041,2200,1.2379577471188792,0.0036217609036753116,120.384,0.4360020646280487
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,CHN,1.1018688761544373,2200,1.088102811809243,0.003183346307385286,36249.662,115.39522767166471
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,HKG,0.2023859069799922,2200,0.3101715952259392,0.000907435944105801,532.097,0.48284394355086435
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,IND,0.8821147895071896,2200,0.8980452233575693,0.002627315097997827,15183.184,39.89100855887904
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,IDN,1.0081298189302619,2200,1.0070311947504968,0.002946163726845316,3769.18,11.104621395950828
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,KOR,0.8742393472985501,2200,0.8912340300960434,0.0026073883165552594,2670.38,6.962717612762834
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,MYS,0.9126593507207221,2200,0.9244621411638678,0.002704600256016446,1134.086,3.0672492859446674
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,MNG,1.4461146280873982,2200,1.3858288675350472,0.0040543716643837,70.332,0.28515206789943437
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,MMR,1.3885547549268946,2200,1.3360473556124495,0.003908731206115461,206.911,0.8087594825885561
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,NPL,2.4697853325481494,2200,2.271165693014616,0.006644507158562244,112.103,0.7448691859963033
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,PAK,1.2802927113836327,2200,1.242415317953412,0.003634801943089983,1290.498,4.690704637953737
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,PHL,0.5862607272683351,2200,0.6421714397996412,0.0018787324684837424,1047.765,1.9684701248408685
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,SGP,0.44943954277278764,2200,0.5238396045602488,0.0015325416428860212,474.666,0.7274454114621361
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,LKA,0.5718421230489203,2200,0.6297012956098771,0.0018422498980609698,350.811,0.6462815289886669
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,TWN,0.6147406289700873,2200,0.6668027061362918,0.0019507935365078422,1252.333,2.443043121955476
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,THA,1.1633394246319533,2200,1.141266529411419,0.0033388817239644966,1455.361,4.859278244670694
AIM,SSP3-7.0-SPA0,2040,ASIA,Final Energy,EJ/yr,198.70420000000001,SSP3,67919.283,0.002925593310518311,VNM,1.5051102200672148,2200,1.436852082220294,0.004203644839947998,999.625,4.202068473133017
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,BGD,0.7379632487427699,2200,0.7875377692508945,0.0021989042840903487,1236.326,2.7185625379322844
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,BRN,0.4954927954965832,2200,0.5909401044566891,0.0016499789318887145,38.153,0.06295164618835013
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,KHM,1.2751386451062041,2200,1.2230853879239494,0.0034150078946340308,156.469,0.5343428702654921
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,CHN,1.1018688761544373,2200,1.0825963860711654,0.0030227449707421264,38452.515,116.23214632863618
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,HKG,0.2023859069799922,2200,0.35328587052431804,0.0009864184862440853,559.982,0.5523765967639354
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,IND,0.8821147895071896,2200,0.9044173968977213,0.0025252468723321255,18892.213,47.70750178968232
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,IDN,1.0081298189302619,2200,1.0065917450785906,0.0028105304748604967,4534.446,12.744198669609279
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,KOR,0.8742393472985501,2200,0.8980319032150407,0.002507417772620204,2748.359,6.891284202140691
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,MYS,0.9126593507207221,2200,0.9291832573411261,0.0025943962626908718,1399.763,3.6315398958529626
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,MNG,1.4461146280873982,2200,1.3617145633141066,0.003802077949642675,91.58,0.34819429862827617
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,MMR,1.3885547549268946,2200,1.3150443958866713,0.0036717689852954587,224.201,0.8232142782722272
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,NPL,2.4697853325481494,2200,2.1917178372012023,0.006119551251901412,156.731,0.9591233872617602
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,PAK,1.2802927113836327,2200,1.2272643605813238,0.00342667611073513,1759.885,6.030555887141094
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,PHL,0.5862607272683351,2200,0.6645357248121636,0.0018554671398306295,1388.717,2.5767187600241725
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,SGP,0.44943954277278764,2200,0.5535996292752332,0.0015457196391254304,482.097,0.7451868008634526
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,LKA,0.5718421230489203,2200,0.6528449646342598,0.001822825070277676,411.114,0.7493889059421365
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,TWN,0.6147406289700873,2200,0.6876275370027735,0.0019199423773822717,1236.283,2.373592122137287
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,THA,1.1633394246319533,2200,1.1324373713232054,0.003161907256378588,1678.959,5.308712645262138
AIM,SSP3-7.0-SPA0,2050,ASIA,Final Energy,EJ/yr,214.1662,SSP3,76703.64399999999,0.0027921254953676,VNM,1.5051102200672148,2200,1.4095488270815255,0.003935637217059824,1255.851,4.942573934681797
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,BGD,0.7379632487427699,2200,0.8017019179675016,0.0021593895217872643,1528.623,3.3008924889630133
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,BRN,0.4954927954965832,2200,0.6182107641595764,0.001665154861755491,42.511,0.07078739832808768
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,KHM,1.2751386451062041,2200,1.2082130287290194,0.0032543299396597678,194.882,0.6342103273007749
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,CHN,1.1018688761544373,2200,1.0770899603330877,0.00290114907079443,38486.901,111.65623707390722
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,HKG,0.2023859069799922,2200,0.3964001458226968,0.0010677064656332454,577.141,0.6162171772820368
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,IND,0.8821147895071896,2200,0.9107895704378732,0.0024532178492759856,22486.988,55.1654803380549
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,IDN,1.0081298189302619,2200,1.0061522954066846,0.0027100779919943664,5127.832,13.896824649844456
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,KOR,0.8742393472985501,2200,0.9048297763340379,0.0024371651036714116,2682.854,6.5385581470452605
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,MYS,0.9126593507207221,2200,0.9339043735183843,0.002515477727232589,1692.589,4.257669930858881
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,MNG,1.4461146280873982,2200,1.3376002590931662,0.0036028353170820273,113.126,0.4075743480802214
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,MMR,1.3885547549268946,2200,1.2940414361608932,0.0034855093338041,234.483,0.8172926851183868
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,NPL,2.4697853325481494,2200,2.1122699813877888,0.005689413437550823,214.749,1.2217958463006016
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,PAK,1.2802927113836327,2200,1.2121134032092356,0.003264835624621802,2329.771,7.606319358010761
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,PHL,0.5862607272683351,2200,0.686900009824686,0.001850169808114546,1821.737,3.3705227957251687
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,SGP,0.44943954277278764,2200,0.5833596539902177,0.0015712831615191227,485.531,0.7629066846955411
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,LKA,0.5718421230489203,2200,0.6759886336586425,0.0018207799428377252,471.109,0.8577858180903378
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,TWN,0.6147406289700873,2200,0.7084523678692553,0.001908221229831535,1184.871,2.260995996811721
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,THA,1.1633394246319533,2200,1.1236082132349916,0.0030264462986504988,1888.996,5.716944952365598
AIM,SSP3-7.0-SPA0,2060,ASIA,Final Energy,EJ/yr,223.7234,SSP3,83060.27099999998,0.0026935067428325637,VNM,1.5051102200672148,2200,1.382245571942757,0.00372308776827827,1495.577,5.56816443521831
AIM,SSP3-7.0-SPA0,2070,ASIA,Final Energy,EJ/yr,233.65290000000002,SSP3,89466.296,0.0026116304177832513,BGD,0.7379632487427699,2200,0.8158660666841085,0.0021307406365893965,1861.911,3.9672494294128002
AIM,SSP3-7.0-SPA0,2070,ASIA,Final Energy,EJ/yr,233.65290000000002,SSP3,89466.296,0.0026116304177832513,BRN,0.4954927954965832,2200,0.6454814238624639,0.0016857589206732545,46.901,0.07906377913849631
AIM,SSP3-7.0-SPA0,2070,ASIA,Final Energy,EJ/yr,233.65290000000002,SSP3,89466.296,0.0026116304177832513,KHM,1.2751386451062041,2200,1.1933406695340893,0.0031165647913330586,238.958,0.744728089407365
AIM,SSP3-7.0-SPA0,2070,ASIA,Final Energy,EJ/yr,233.65290000000002,SSP3,89466.296,0.0026116304177832513,CHN,1.1018688761544373,2200,1.07158353459501,0.002798580154144019,38207.705,106.92732494838921
AIM,SSP3-7.0-SPA0,2070,ASIA,Final Energy,EJ/yr,233.65290000000002,SSP3,89466.296,0.0026116304177832513,HKG,0.2023859069799922,2200,0.4395144211210756,0.0011478492312541986,598.779,0.6873080148411578
AIM,SSP3-7.0-SPA0,2070,ASIA,Final Energy,EJ/yr,233.65290000000002,SSP3,89466.296,0.0026116304177832513,IND,0.8821147895071896,2200,0.9171617439780251,0.002395287508600145,26142.129,62.6179150419136
AIM,SSP3-7.0-SPA0,2070,ASIA,Final Energy,EJ/yr,233.65290000000002,SSP3,89466.296,0.0026116304177832513,IDN,1.0081298189302619,2200,1.0057128457347786,0.0026265502594763025,5586.983,14.674491648339691
