model,scenario,period,region,type,unit,en_5r,scen,gdp_5r,engdp_ratio_5r,country,rel_ratio_2015,convyear,rel_ratio,engdp_ratio,gdp_mig,en_mig,ypc_mig,ypc_nomig,enpc_mig,enpc_nomig,en_nomig,endiff,code
IMAGE,SSP1-1.9-SPA1,2010,MAF,Final Energy,EJ/yr,36.11519775390625,SSP1,5128.382,0.0070422206758206105,AGO,0.5958704293947954,2125,0.5775009034581952,0.004066888802638384,98.686,0.4013449883771716,,,,0.0,,,24
IMAGE,SSP1-1.9-SPA1,2020,MAF,Final Energy,EJ/yr,34.63746557617188,SSP1,8081.876,0.004285819972512803,AGO,0.5958704293947954,2125,0.6142399553313956,0.0026325218684746673,171.984,0.4527516410277472,5429.756189180264,5431.120644307479,14.293951908502718,14.285369575234354,0.4524729232365519,0.0006159877793383561,24
IMAGE,SSP1-1.9-SPA1,2030,MAF,Final Energy,EJ/yr,28.845166259765623,SSP1,13243.278999999999,0.0021780985101775494,AGO,0.5958704293947954,2125,0.650979007204596,0.0014178964057491906,232.32,0.32940569298365197,6285.39511969077,6286.820142964357,8.912039148923045,8.91167832406055,0.3295370852181454,-0.00039871759625009773,24
IMAGE,SSP1-1.9-SPA1,2040,MAF,Final Energy,EJ/yr,36.275283935546874,SSP1,21545.955,0.0016836238605133478,AGO,0.5958704293947954,2125,0.6877180590777965,0.0011578585335693063,304.102,0.35210709577549315,7443.698225525025,7444.970620083914,8.618749511738852,8.61987457609782,0.3525268335059747,-0.0011906546979902899,24
IMAGE,SSP1-1.9-SPA1,2050,MAF,Final Energy,EJ/yr,49.32197924804687,SSP1,33183.176999999996,0.0014863549457017596,AGO,0.5958704293947954,2125,0.7244571109509969,0.0010768004098108226,464.994,0.5007057297595736,10576.632590667015,10577.943264600939,11.388922308048745,11.390050135712132,0.5017091504688778,-0.002000004800323807,24
IMAGE,SSP1-1.9-SPA1,2060,MAF,Final Energy,EJ/yr,64.00945532226564,SSP1,48737.86399999999,0.001313341416075716,AGO,0.5958704293947954,2125,0.7611961628241972,0.0009997104463949325,750.86,0.750642585780099,16433.37548467149,16434.89624393354,16.428617141556476,16.429727334667316,0.752960543949905,-0.0030784590088165364,24
IMAGE,SSP1-1.9-SPA1,2070,MAF,Final Energy,EJ/yr,77.26908276367188,SSP1,68075.642,0.001135047433907004,AGO,0.5958704293947954,2125,0.7979352146973977,0.0009056943178663156,1160.284,1.0508626259112002,25228.349836866277,25230.49631766054,22.849173096393375,22.850490371067668,1.0555486179607145,-0.004439390066719562,24
IMAGE,SSP1-1.9-SPA1,2080,MAF,Final Energy,EJ/yr,87.35836303710937,SSP1,89540.43799999998,0.0009756302849122693,AGO,0.5958704293947954,2125,0.8346742665705982,0.0008143334925032121,1655.046,1.3477593894334712,36715.82705928237,36718.55856155948,29.89892767932935,29.90034764341308,1.3559649342685978,-0.00605144323997775,24
IMAGE,SSP1-1.9-SPA1,2090,MAF,Final Energy,EJ/yr,94.03141894531251,SSP1,111941.579,0.0008400044003784555,AGO,0.5958704293947954,2125,0.8714133184437985,0.0007319910220411831,2181.823,1.5970748476829602,50966.882316471914,50968.92488636027,37.30730027708698,37.30824345865129,1.6097947090611027,-0.007901542542378737,24
IMAGE,SSP1-1.9-SPA1,2100,MAF,Final Energy,EJ/yr,97.37674584960938,SSP1,133480.271,0.0007295216373182923,AGO,0.5958704293947954,2125,0.9081523703169989,0.0006625168041281452,2687.836,1.780736516740577,68604.75565545021,68607.25177944989,45.45180346484116,45.45295608054951,1.7987442194024257,-0.010011263673626147,24
