country,quintile,pop_quint,outmig_quint,inmig_quint,pop,gdp,gini,gdpshare_quint,ypc_quint,ypc_rel,fundregion,regionname
CPV,q1,0.2,0.09369666704863297,0.1412769121461174,492.654,1.7724324826983509,0.5319,0.03089931744926392,555.8358801540567,0.1544965872463196,SSA,Sub-Saharan Africa
CRI,q1,0.2,0.13025347102684656,0.21044232853002565,4577.378,48.34757655725869,0.45447083,0.04489795733568642,2371.1253795859043,0.2244897866784321,CAM,Central America
CYP,q1,0.2,0.15535092341945433,0.2842391245492955,1112.612,20.86748019524659,0.3263,0.07534311129310346,7065.449962597457,0.37671555646551735,WEU,Western Europe
CZE,q1,0.2,0.14786270135144908,0.3841972406549727,10536.518,237.48438989075598,0.26892487,0.09214185847784478,10384.005913533934,0.46070929238922387,EEU,Central & Eastern Europe
DEU,q1,0.2,0.15811636923801736,0.3069019062114423,80827.002,2732.530581525656,0.29148983,0.08529103592312637,14417.23423008725,0.4264551796156318,WEU,Western Europe
DJI,q1,0.2,0.15518421710707386,0.0787572302306684,840.198,,0.50617,0.03520465417184451,,,SSA,Sub-Saharan Africa
DNK,q1,0.2,0.14375605662233484,0.32286476353275034,5554.844,180.18107233543262,0.23685022,0.10243639152274724,16613.516842903973,0.5121819576137362,WEU,Western Europe
DOM,q1,0.2,0.1123383572555546,0.13543402434954946,9695.121,83.25965238571035,0.51173512,0.03424480137158227,1470.4356233489182,0.17122400685791136,SIS,Small Island States
DZA,q1,0.2,0.1040318741457582,0.12932745861916448,35977.455,266.7489955430523,0.4133,0.05365286279607015,1989.0021763436175,0.2682643139803508,MAF,North Africa
ECU,q1,0.2,0.10574000885452194,0.15457245280755488,15011.117,104.16045056561055,0.40036739,0.05659881436832373,1963.6639985165502,0.2829940718416187,LAM,South America
EGY,q1,0.2,0.10479849782067797,0.10076663605402146,82761.235,449.69771028357724,0.3675,0.06451806741414537,1752.8512707708294,0.3225903370707269,MAF,North Africa
ERI,q1,0.2,0.14463485054230402,0.07309627990505473,3170.435,2.5727180400342684,0.499213277,0.0364270255294197,147.79748792251996,0.1821351276470985,SSA,Sub-Saharan Africa
ESP,q1,0.2,0.1307314027445827,0.29732931133373763,46931.015,1241.1808508034314,0.32634968,0.07532944433505709,9961.159353823467,0.37664722167528547,WEU,Western Europe
EST,q1,0.2,0.16033571217728798,0.3601627451910093,1332.101,22.19232056647319,0.35029377,0.06891572453378958,5740.5551490638445,0.34457862266894784,FSU,Former Soviet Union
ETH,q1,0.2,0.14796850046374357,0.071836649529621,87639.964,77.46141058939929,0.3917,0.058626571645580314,259.08824755377185,0.2931328582279015,SSA,Sub-Saharan Africa
FIN,q1,0.2,0.11677820018109604,0.21430894217269789,5365.782,170.18210089451856,0.24807383,0.09875903461175456,15661.295960721909,0.49379517305877285,WEU,Western Europe
FJI,q1,0.2,0.10055556531929465,0.11373186967825523,859.818,3.593228937193344,0.4878,0.03848706212013449,804.1982449636147,0.19243531060067243,SIS,Small Island States
FRA,q1,0.2,0.12460692061086975,0.26760585548373234,62879.53,1923.4567058101813,0.28111074,0.08840243380011101,13520.95460182067,0.44201216900055507,WEU,Western Europe
GAB,q1,0.2,0.0908095109984416,0.12582096321913144,1624.14,20.323025929791424,0.4818,0.039597465307203365,2477.435178593934,0.19798732653601683,SSA,Sub-Saharan Africa
GBR,q1,0.2,0.1394878767766577,0.19841340299701388,63459.808,2004.6729970493316,0.33933167,0.0718092793011381,11342.149282311497,0.3590463965056906,WEU,Western Europe
GEO,q1,0.2,0.1362285100812071,0.42466529838083555,4099.099,20.263823670800313,0.4158,0.05309430680461395,1312.3538502144863,0.2654715340230697,FSU,Former Soviet Union
GHA,q1,0.2,0.11485323378005484,0.09957007582507078,24779.619,35.96723260218319,0.4877,0.03850541331477763,279.4500506920241,0.19252706657388813,SSA,Sub-Saharan Africa
GIN,q1,0.2,0.14757996439443571,0.0719154097742686,10192.176,9.765701606915952,0.40856,0.05472157926625483,262.15923595385493,0.27360789633127414,SSA,Sub-Saharan Africa
GMB,q1,0.2,0.14546790580370947,0.06934794108784374,1793.196,2.186734535038491,0.5333,0.030674683455866332,187.03306739563536,0.15337341727933165,SSA,Sub-Saharan Africa
GNB,q1,0.2,0.13330881691297336,0.0798893267556986,1522.599,1.6123650962897051,0.5666,0.025618021531687882,135.64176698425413,0.12809010765843942,SSA,Sub-Saharan Africa
GNQ,q1,0.2,0.0865565265872117,0.1244882304349801,943.639,21.821722943288368,0.499213277,0.0364270255294197,4211.888543982864,0.18213512764709852,SSA,Sub-Saharan Africa
GRC,q1,0.2,0.13115565862292256,0.30259882730657695,10887.637,273.91606436762675,0.34031994,0.07154546362040809,8999.864625473554,0.3577273181020405,WEU,Western Europe
GTM,q1,0.2,0.10853101938171271,0.10860721936189849,14630.417,61.759711046089826,0.5519928,0.02776897466335511,586.1090122226185,0.13884487331677556,CAM,Central America
GUY,q1,0.2,0.09975344014675945,0.16732043166441113,749.436,2.324123376335187,0.4455,0.04672583787439667,724.5222546203635,0.23362918937198335,LAM,South America
HKG,q1,0.2,0.13158865689143423,0.2928883953875298,6966.331,294.82649220993306,0.547,0.028528130189018598,6036.785040027991,0.14264065094509298,CHI,China plus
HND,q1,0.2,0.11497132679262756,0.11800318030508093,8317.47,26.743905632259654,0.574,0.02456779823246511,394.9752013060718,0.12283899116232556,CAM,Central America
HRV,q1,0.20000000000000004,0.13381286411764037,0.3679014022253627,4328.165,71.32306919985523,0.3198,0.0771442044547789,6356.228832190981,0.38572102227389454,EEU,Central & Eastern Europe
HTI,q1,0.2,0.12612883815686576,0.09162461545214744,9949.322,9.956484182443043,0.606709091,0.0202366734868777,101.25620593913955,0.10118336743438852,SIS,Small Island States
HUN,q1,0.20000000000000004,0.1434993844579946,0.35595870134246665,9927.37,169.58333981672405,0.26491692,0.09339228494317682,7976.8234657210705,0.46696142471588414,EEU,Central & Eastern Europe
IDN,q1,0.2,0.10091750991685762,0.150217139147095,241834.215,930.654243069005,0.4157,0.05311658139088083,1022.0466911339116,0.2655829069544041,SEA,Southeast Asia
IND,q1,0.2,0.1345101643303379,0.10195823118002685,1.23428117e6,3762.85903426931,0.37028835,0.06382184290638444,972.8439678132875,0.3191092145319222,SAS,South Asia
