country,quintile,pop_quint,outmig_quint,inmig_quint,pop,gdp,gini,gdpshare_quint,ypc_quint,ypc_rel,fundregion,regionname
BHS,q1,0.2,0.13798081439948584,0.23141168185767927,354.942,7.807282653717896,0.43,0.0499882704805983,5497.694792565172,0.2499413524029915,SIS,Small Island States
BIH,q1,0.2,0.13857798259295906,0.2943479627231932,3705.472,27.618291411230114,0.3304,0.07422023744104207,2765.9582183557072,0.37110118720521035,EEU,Central & Eastern Europe
BLR,q1,0.2,0.15053977779895167,0.38796991424900246,9420.574,118.57185022783123,0.36966496,0.06397710170375914,4026.232011567902,0.3198855085187957,FSU,Former Soviet Union
BLZ,q1,0.2,0.08969641103730648,0.13621667114584296,322.464,2.064116123652634,0.5326,0.030786877464599568,985.3454985920582,0.15393438732299783,CAM,Central America
BOL,q1,0.2,0.08589327938243474,0.13729569735516892,10048.59,43.19038245496415,0.54783241,0.028400708562086357,610.353027035875,0.1420035428104318,LAM,South America
BRA,q1,0.2,0.12269511760076028,0.17088797783264556,195713.635,1960.360571240302,0.57863876,0.023922843656859115,1198.1127287542529,0.11961421828429557,LAM,South America
BRB,q1,0.2,0.13640050306473628,0.24229678717311662,282.131,,0.47,0.041836952204458454,,,SIS,Small Island States
BRN,q1,0.2,0.11967873688933925,0.18425539322302364,388.646,,0.453184598,0.0451573425225711,,,SEA,Southeast Asia
BTN,q1,0.2,0.14676389343476626,0.08519554291999115,685.503,3.4700779256141154,0.44538,0.0467505870581799,1183.2784113278205,0.23375293529089947,SAS,South Asia
BWA,q1,0.2,0.0933781539235063,0.12861516954999308,1987.105,25.011877248655928,0.6646,0.013764820682517118,866.295453085968,0.06882410341258559,SSA,Sub-Saharan Africa
CAF,q1,0.2,0.09912685828371248,0.09142328700694205,4386.768,3.114341617734822,0.6224,0.01833496430962855,65.08361327651565,0.09167482154814274,SSA,Sub-Saharan Africa
CAN,q1,0.2,0.1391507187966714,0.41978217011102126,34147.564,1202.022448380908,0.28814909,0.08628515476574007,15186.543466239707,0.4314257738287004,CAN,Canada
CHE,q1,0.2,0.15344513064278406,0.3449970779270422,7808.675,294.1234325595242,0.3183,0.07756349758999995,14607.626871712015,0.3878174879499997,WEU,Western Europe
CHL,q1,0.2,0.13674716054541503,0.23256966226198897,17062.536,232.67598646703658,0.55181377,0.027795984073402977,1895.2217929682538,0.13897992036701487,LAM,South America
CHN,q1,0.2,0.13832403379817085,0.2355995659789811,1.368810615e6,9122.23735582665,0.4656221,0.04268673838364067,1422.397500481271,0.21343369191820336,CHI,China plus
CIV,q1,0.2,0.14288352408308616,0.0762674610988824,20532.95,33.62555719552731,0.4918,0.03775732292456325,309.164299710927,0.18878661462281623,SSA,Sub-Saharan Africa
CMR,q1,0.2,0.1096895762744707,0.0936158667522024,20341.241,40.33633919768043,0.4882,0.03841370994899459,380.86870765258544,0.19206854974497292,SSA,Sub-Saharan Africa
COG,q1,0.2,0.07625282163472955,0.1114067925674074,4273.731,15.395738933859421,0.4616,0.04347654460806026,783.1020840244616,0.21738272304030132,SSA,Sub-Saharan Africa
COL,q1,0.2,0.11655766328469416,0.17495545113504504,45222.7,392.9319656512309,0.54926247,0.028182599660341687,1224.367881804909,0.14091299830170845,LAM,South America
COM,q1,0.2,0.10998419018755909,0.09362133128557272,689.692,0.7228476586499929,0.6193,0.0187018054223238,98.00429947030342,0.093509027111619,SIS,Small Island States
