model,scenario,period,region,type,unit,en_5r,scen,gdp_5r,engdp_ratio_5r,country,rel_ratio_2015,convyear,rel_ratio,engdp_ratio,gdp_mig,en_mig,ypc_mig,ypc_nomig,enpc_mig,enpc_nomig,en_nomig,endiff,code
IMAGE,SSP1-1.9-SPA1,2010,MAF,Final Energy,EJ/yr,36.11519775390625,SSP1,5128.382,0.0070422206758206105,AGO,0.5958704293947954,2125,0.5775009034581952,0.004066888802638384,98.686,0.4013449883771716,,,,0.0,,,24
IMAGE,SSP1-1.9-SPA1,2020,MAF,Final Energy,EJ/yr,34.63746557617188,SSP1,8081.876,0.004285819972512803,AGO,0.5958704293947954,2125,0.6142399553313956,0.0026325218684746673,171.984,0.4527516410277472,5429.756189180264,5431.301190582738,14.293951908502718,14.284233951003309,0.4524369536235284,0.00069553868599459,24
IMAGE,SSP1-1.9-SPA1,2030,MAF,Final Energy,EJ/yr,28.845166259765623,SSP1,13243.278999999999,0.0021780985101775494,AGO,0.5958704293947954,2125,0.650979007204596,0.0014178964057491906,232.32,0.32940569298365197,6285.39511969077,6287.253300377535,8.912039148923045,8.91156864587708,0.3295330295254265,-0.00038641510976278326,24
IMAGE,SSP1-1.9-SPA1,2040,MAF,Final Energy,EJ/yr,36.275283935546874,SSP1,21545.955,0.0016836238605133478,AGO,0.5958704293947954,2125,0.6877180590777965,0.0011578585335693063,304.102,0.35210709577549315,7443.698225525025,7446.1193723400465,8.618749511738852,8.620890314660697,0.35256837414511977,-0.0013083373423525835,24
IMAGE,SSP1-1.9-SPA1,2050,MAF,Final Energy,EJ/yr,49.32197924804687,SSP1,33183.176999999996,0.0014863549457017596,AGO,0.5958704293947954,2125,0.7244571109509969,0.0010768004098108226,464.994,0.5007057297595736,10576.632590667015,10579.538415157855,11.388922308048745,11.391422753934556,0.5017696115831034,-0.0021202595752525255,24
IMAGE,SSP1-1.9-SPA1,2060,MAF,Final Energy,EJ/yr,64.00945532226564,SSP1,48737.86399999999,0.001313341416075716,AGO,0.5958704293947954,2125,0.7611961628241972,0.0009997104463949325,750.86,0.750642585780099,16433.37548467149,16436.41361035259,16.428617141556476,16.43083505091609,0.7530113096511384,-0.0031456683859593104,24
IMAGE,SSP1-1.9-SPA1,2070,MAF,Final Energy,EJ/yr,77.26908276367188,SSP1,68075.642,0.001135047433907004,AGO,0.5958704293947954,2125,0.7979352146973977,0.0009056943178663156,1160.284,1.0508626259112002,25228.349836866277,25231.492364298912,22.849173096393375,22.8511016353355,1.0555768545168076,-0.004466021195363767,24
IMAGE,SSP1-1.9-SPA1,2080,MAF,Final Energy,EJ/yr,87.35836303710937,SSP1,89540.43799999998,0.0009756302849122693,AGO,0.5958704293947954,2125,0.8346742665705982,0.0008143334925032121,1655.046,1.3477593894334712,36715.82705928237,36718.961457507234,29.89892767932935,29.900557087783707,1.3559744324599108,-0.006058405549385193,24
IMAGE,SSP1-1.9-SPA1,2090,MAF,Final Energy,EJ/yr,94.03141894531251,SSP1,111941.579,0.0008400044003784555,AGO,0.5958704293947954,2125,0.8714133184437985,0.0007319910220411831,2181.823,1.5970748476829602,50966.882316471914,50969.55843557195,37.30730027708698,37.30853600772877,1.609807332114707,-0.007909321927998092,24
IMAGE,SSP1-1.9-SPA1,2100,MAF,Final Energy,EJ/yr,97.37674584960938,SSP1,133480.271,0.0007295216373182923,AGO,0.5958704293947954,2125,0.9081523703169989,0.0006625168041281452,2687.836,1.780736516740577,68604.75565545021,68607.51126892994,45.45180346484116,45.453075902982576,1.7987489612262235,-0.01001387346090099,24
IMAGE,SSP1-1.9-SPA1,2010,OECD,Final Energy,EJ/yr,152.9645009765625,SSP1,34635.688,0.004416384076925583,ALB,0.8376006754793268,2125,0.8302188880011144,0.0036665654773309856,24.545,0.08999584964108905,,,,0.0,,,8
IMAGE,SSP1-1.9-SPA1,2020,OECD,Final Energy,EJ/yr,139.1826748046875,SSP1,43139.215,0.0032263608599435,ALB,0.8376006754793268,2125,0.8449824629575392,0.0027262183458248625,30.452,0.08301880106705872,10607.723254856375,10194.442181512868,28.918969744822476,29.35602453186937,0.08737046686567644,-0.0498070567175517,8
IMAGE,SSP1-1.9-SPA1,2030,OECD,Final Energy,EJ/yr,99.15410302734377,SSP1,53740.606,0.0018450499614266309,ALB,0.8376006754793268,2125,0.8597460379139641,0.0015862743940898581,41.037,0.06509594231026551,15181.52453959372,14641.298521510216,24.082063640404343,24.653365794119065,0.0747320136665948,-0.1289416795233046,8
IMAGE,SSP1-1.9-SPA1,2040,OECD,Final Energy,EJ/yr,93.25391918945311,SSP1,65624.541,0.0014210220409686845,ALB,0.8376006754793268,2125,0.8745096128703889,0.001242697434927814,55.608,0.06910391896146588,22601.584699366118,21880.291822455878,28.086931331206003,27.697624172484556,0.0832568712378777,-0.16999140210271246,8
IMAGE,SSP1-1.9-SPA1,2050,OECD,Final Energy,EJ/yr,94.47888769531251,SSP1,76993.66199999998,0.001227099546132934,ALB,0.8376006754793268,2125,0.8892731878268137,0.0010912267251704704,70.384,0.07680490182439839,32370.11469624772,31380.481678000433,35.323134253378925,34.590046947427474,0.10114645533675025,-0.240656515656537,8
IMAGE,SSP1-1.9-SPA1,2060,OECD,Final Energy,EJ/yr,95.78235717773437,SSP1,88106.96800000001,0.0010871144400035916,ALB,0.8376006754793268,2125,0.9040367627832385,0.0009827914191157601,83.03,0.08160117152918156,44427.89491689277,43088.86484010536,43.66335389369891,42.737163107248826,0.11983628832498275,-0.3190612570719128,8
IMAGE,SSP1-1.9-SPA1,2070,OECD,Final Energy,EJ/yr,98.70783544921875,SSP1,99588.28499999997,0.000991159105202171,ALB,0.8376006754793268,2125,0.9188003377396634,0.0009106773206134972,92.473,0.08421306386909193,58897.223076727256,57063.69647964245,53.63636530308942,52.372603677797976,0.1394857895923951,-0.39626062185130795,8
IMAGE,SSP1-1.9-SPA1,2080,OECD,Final Energy,EJ/yr,99.36257934570312,SSP1,110203.217,0.000901630479132956,ALB,0.8376006754793268,2125,0.9335639126960882,0.0008417296779054111,98.004,0.08249287535344191,75974.81163399636,73465.65855428942,63.950253725608036,62.434868528668105,0.15650794346375083,-0.47291572857100206,8
IMAGE,SSP1-1.9-SPA1,2090,OECD,Final Energy,EJ/yr,98.860994140625,SSP1,119912.793,0.0008244407595495252,ALB,0.8376006754793268,2125,0.9483274876525131,0.0007818398342219309,99.277,0.07761871322205063,96190.64672727862,92861.17619785081,75.20567929095584,73.35195385527267,0.17091651647562076,-0.5458676854491002,8
IMAGE,SSP1-1.9-SPA1,2100,OECD,Final Energy,EJ/yr,98.73152416992187,SSP1,128765.606,0.000766753850169601,ALB,0.8376006754793268,2125,0.963091062608938,0.0007384537803193354,97.006,0.07163444741365746,120237.18449104528,115713.27249846468,88.78960342236576,86.23403896281238,0.18447171124473805,-0.6116778722856847,8
IMAGE,SSP1-1.9-SPA1,2010,MAF,Final Energy,EJ/yr,36.11519775390625,SSP1,5128.382,0.0070422206758206105,ARE,0.7374186134731534,2125,0.7254830959037513,0.005109012057931744,318.142,1.6253913141345209,,,,0.0,,,784
IMAGE,SSP1-1.9-SPA1,2020,MAF,Final Energy,EJ/yr,34.63746557617188,SSP1,8081.876,0.004285819972512803,ARE,0.7374186134731534,2125,0.7493541310425555,0.0032115969013071606,536.362,1.722578537178911,53249.20194424512,56635.5550431416,171.01497196121687,156.88423916826662,1.4829994295679323,0.16155037071105238,784
IMAGE,SSP1-1.9-SPA1,2030,MAF,Final Energy,EJ/yr,28.845166259765623,SSP1,13243.278999999999,0.0021780985101775494,ARE,0.7374186134731534,2125,0.7732251661813597,0.0016841605824914076,787.776,1.326741287032751,67135.9463639972,70745.17940911703,113.0677145345014,111.40098664283158,1.0874556516433493,0.2200417414979603,784
IMAGE,SSP1-1.9-SPA1,2040,MAF,Final Energy,EJ/yr,36.275283935546874,SSP1,21545.955,0.0016836238605133478,ARE,0.7374186134731534,2125,0.797096201320164,0.0013420101836671792,1061.287,1.4242579617935895,79870.46091153087,83677.60838609238,107.1869719174658,106.72535472080799,1.055783130126257,0.3490061748034068,784
IMAGE,SSP1-1.9-SPA1,2050,MAF,Final Energy,EJ/yr,49.32197924804687,SSP1,33183.176999999996,0.0014863549457017596,ARE,0.7374186134731534,2125,0.8209672364589682,0.0012202487121698933,1266.675,1.5456585374877996,87119.92278948356,91084.44180572052,106.30797358820786,103.9890479757631,1.0072323341401355,0.5345600861863846,784
IMAGE,SSP1-1.9-SPA1,2060,MAF,Final Energy,EJ/yr,64.00945532226564,SSP1,48737.86399999999,0.001313341416075716,ARE,0.7374186134731534,2125,0.8448382715977725,0.0011095610919751788,1421.73,1.577496291293871,92810.80844862967,96960.24145333524,102.97926196936069,83.36191099955217,0.7514884435706003,1.0991624086707192,784
IMAGE,SSP1-1.9-SPA1,2070,MAF,Final Energy,EJ/yr,77.26908276367188,SSP1,68075.642,0.001135047433907004,ARE,0.7374186134731534,2125,0.8687093067365768,0.000986026269422484,1535.672,1.5142129332165648,98250.1081403464,102574.91650710565,96.8771875999814,127.36306789959627,1.0121080937284508,0.49609803794616125,784
IMAGE,SSP1-1.9-SPA1,2080,MAF,Final Energy,EJ/yr,87.35836303710937,SSP1,89540.43799999998,0.0009756302849122693,ARE,0.7374186134731534,2125,0.8925803418753809,0.0008708284132509686,1569.904,1.3671170092763487,100957.53944771162,105556.87401199422,87.9166938829728,200.0903335401654,1.3246645800926122,0.03204768197302332,784
IMAGE,SSP1-1.9-SPA1,2090,MAF,Final Energy,EJ/yr,94.03141894531251,SSP1,111941.579,0.0008400044003784555,ARE,0.7374186134731534,2125,0.9164513770141852,0.0007698231894248106,1550.719,1.193779446481653,100525.8057370443,105299.17128360612,77.38709639199037,193.80519542097502,1.0541979000037571,0.13240544918311659,784
IMAGE,SSP1-1.9-SPA1,2100,MAF,Final Energy,EJ/yr,97.37674584960938,SSP1,133480.271,0.0007295216373182923,ARE,0.7374186134731534,2125,0.9403224121529894,0.000685985545720935,1486.25,1.0195460173277395,95239.60310808977,99414.0543939719,65.33299111234821,86.90863172626703,0.4160317958390598,1.4506444640162712,784
IMAGE,SSP1-1.9-SPA1,2010,LAM,Final Energy,EJ/yr,22.3121328125,SSP1,5813.025,0.003838299820231291,ARG,1.002612929338802,2125,1.002731698854202,0.0038487848994523013,580.427,2.233938672834401,,,,0.0,,,32
IMAGE,SSP1-1.9-SPA1,2020,LAM,Final Energy,EJ/yr,23.680948974609375,SSP1,8405.421999999999,0.002817342064992023,ARG,1.002612929338802,2125,1.0024941598234018,0.0028243689663793063,861.408,2.4329340225908656,19013.788037762766,19087.356088639102,53.701952867171244,53.57728735954932,2.4250941539194457,0.0032328100163654394,32
IMAGE,SSP1-1.9-SPA1,2030,LAM,Final Energy,EJ/yr,20.207129638671873,SSP1,12152.667999999998,0.0016627731160492392,ARG,1.002612929338802,2125,1.0022566207926018,0.0016665253644362952,1234.956,2.0580854979627894,25563.752603335935,25650.47782003309,42.60264212363371,42.626487285657895,2.0528500125414286,0.002550349703765775,32
IMAGE,SSP1-1.9-SPA1,2040,LAM,Final Energy,EJ/yr,23.104435546875003,SSP1,17221.99399999999,0.001341565648372367,ARG,1.002612929338802,2125,1.0020190817618015,0.0013442743791052551,1689.617,2.271308843600684,33267.63580668437,33370.82206771723,44.720830468330384,44.75449941894542,2.26056878333687,0.004751043340499583,32
IMAGE,SSP1-1.9-SPA1,2050,LAM,Final Energy,EJ/yr,26.611714599609375,SSP1,22776.719999999998,0.0011683734356663022,ARG,1.002612929338802,2125,1.0017815427310013,0.0011704549428677084,2112.17,2.4721998166768877,40117.697551899095,40241.83763129802,46.95595739609205,46.95863918205103,2.45268352150896,0.007957119211173591,32
IMAGE,SSP1-1.9-SPA1,2060,LAM,Final Energy,EJ/yr,28.748015625,SSP1,28238.342,0.0010180489925718727,ARG,1.002612929338802,2125,1.0015440037002012,0.0010196208639833898,2478.593,2.5272251361231817,46180.830869319136,46329.107639123235,47.08693867044597,47.05825881812384,2.499052519421463,0.011273319181079433,32
IMAGE,SSP1-1.9-SPA1,2070,LAM,Final Energy,EJ/yr,29.5383486328125,SSP1,33128.82,0.000891620909915068,ARG,1.002612929338802,2125,1.001306464669401,0.0008927857811323711,2778.376,2.480494587439433,51573.311567082084,51745.66706271097,46.043919253000524,45.97197890483339,2.443942088778912,0.014956368576959145,32
IMAGE,SSP1-1.9-SPA1,2080,LAM,Final Energy,EJ/yr,29.36619677734375,SSP1,37171.552,0.0007900180432967595,ARG,1.002612929338802,2125,1.0010689256386007,0.0007908625138381965,2983.801,2.3597763596529244,55923.80779977519,56128.343390115835,44.22804321993435,44.074153358456506,2.314309970389077,0.01964576476166835,32
