country,quintile,pop_quint,outmig_quint,inmig_quint,pop,gdp,gdpshare_quint,gini,ypc_quint,ypc_rel,fundregion,regionname
BRA,q4,0.2,0.2553428344067109,0.21749461971255507,195713.635,1960.360571240302,0.1953975732229888,0.57863876,9785.973733061242,0.976987866114944,LAM,South America
BRA,q5,0.19999999999999996,0.3095934731955732,0.34089843378432916,195713.635,1960.360571240302,0.6161917242003412,0.57863876,30860.34247043972,3.080958621001706,LAM,South America
BRB,q1,0.2,0.12994867070201147,0.21303986612794265,282.131,,0.041836952204458454,0.47,,,SIS,Small Island States
BRB,q2,0.2,0.10928702545607567,0.1245851682530047,282.131,,0.0849978039398836,0.47,,,SIS,Small Island States
BRB,q3,0.2,0.12298616251605442,0.08965551682167967,282.131,,0.1359487458550497,0.47,,,SIS,Small Island States
BRB,q4,0.2,0.30160716687301214,0.281465537145751,282.131,,0.21866702926147624,0.47,,,SIS,Small Island States
BRB,q5,0.2,0.33617097445284627,0.2912539116516219,282.131,,0.518549468739132,0.47,,,SIS,Small Island States
BRN,q1,0.2,0.11416666887963947,0.17220559648555528,388.646,,0.0451573425225711,0.453184598,,,SEA,Southeast Asia
BRN,q2,0.2,0.13875762440684397,0.1512107201635316,388.646,,0.08932152827657173,0.453184598,,,SEA,Southeast Asia
BRN,q3,0.2,0.1802789556425132,0.09880790360208108,388.646,,0.14018368359000288,0.453184598,,,SEA,Southeast Asia
BRN,q4,0.2,0.24454715670846006,0.20420602186050513,388.646,,0.22114958156167464,0.453184598,,,SEA,Southeast Asia
BRN,q5,0.19999999999999982,0.3222495943625434,0.373569757888327,388.646,,0.5041878640491797,0.453184598,,,SEA,Southeast Asia
BTN,q1,0.2,0.14099245727080792,0.08006776368005085,685.503,3.4700779256141154,0.0467505870581799,0.44538,1183.2784113278205,0.23375293529089947,SAS,South Asia
BTN,q2,0.2,0.14099245727080792,0.08006776368005085,685.503,3.4700779256141154,0.0913402142797028,0.44538,2311.861956058981,0.456701071398514,SAS,South Asia
BTN,q3,0.2,0.14530836898498112,0.08055130547595614,685.503,3.4700779256141154,0.14211072452365836,0.44538,3596.8864334844293,0.7105536226182917,SAS,South Asia
BTN,q4,0.2,0.23076847945737747,0.1819183029378783,685.503,3.4700779256141154,0.22220455523956278,0.44538,5624.0973570335145,1.1110227761978138,SAS,South Asia
BTN,q5,0.19999999999999996,0.34193823701602555,0.5773948642260639,685.503,3.4700779256141154,0.49759391889889615,0.44538,12594.32616553742,2.4879695944944804,SAS,South Asia
BWA,q1,0.2,0.09378761136076824,0.12667776302780523,1987.105,25.011877248655928,0.013764820682517118,0.6646,866.295453085968,0.06882410341258559,SSA,Sub-Saharan Africa
BWA,q2,0.2,0.09964534965040678,0.13418250365348922,1987.105,25.011877248655928,0.03932012308980516,0.6646,2474.630409878311,0.19660061544902577,SSA,Sub-Saharan Africa
BWA,q3,0.2,0.18786819190526957,0.15254944215469918,1987.105,25.011877248655928,0.0806395634954842,0.6646,5075.08879383386,0.403197817477421,SSA,Sub-Saharan Africa
BWA,q4,0.2,0.2707956121539002,0.22832094528593272,1987.105,25.011877248655928,0.16756957544078904,0.6646,10546.069914610463,0.8378478772039452,SSA,Sub-Saharan Africa
BWA,q5,0.19999999999999982,0.3479032349296551,0.3582693458780736,1987.105,25.011877248655928,0.6987059172914045,0.6646,43973.38499022989,3.4935295864570226,SSA,Sub-Saharan Africa
CAF,q1,0.2,0.09555606655191867,0.08521225633463027,4386.768,3.114341617734822,0.01833496430962855,0.6224,65.08361327651565,0.09167482154814274,SSA,Sub-Saharan Africa
CAF,q2,0.2,0.09555606655191867,0.08521225633463027,4386.768,3.114341617734822,0.04832394871720369,0.6224,171.53549563513585,0.24161974358601845,SSA,Sub-Saharan Africa
CAF,q3,0.2,0.12054619435890511,0.0841204867626404,4386.768,3.114341617734822,0.0933425900543235,0.6224,331.33814338180196,0.46671295027161747,SSA,Sub-Saharan Africa
CAF,q4,0.2,0.27934393729439044,0.10784283655900334,4386.768,3.114341617734822,0.18230456177023135,0.6224,647.1264081254583,0.9115228088511568,SSA,Sub-Saharan Africa
CAF,q5,0.2,0.40899773524286703,0.6376121640090952,4386.768,3.114341617734822,0.6576939351486129,0.6224,2334.615819625191,3.288469675743064,SSA,Sub-Saharan Africa
CAN,q1,0.2,0.15181036793091418,0.3762843456331312,34147.564,1202.022448380908,0.08628515476574007,0.28814909,15186.543466239707,0.4314257738287004,CAN,Canada
